id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance
10099,2007-05-27,15:04,第13節,第2日,浦和,横浜FM,埼玉スタジアム2002,晴,27.9,31,スカパー!・e2(TBSチャンネル)/テレ玉/BS-i,51829
10100,2007-05-27,15:00,第13節,第2日,川崎F,大宮,等々力陸上競技場,晴のち曇,28.8,24,スカパー!・e2(J sports Plus),14033
10101,2007-05-27,16:03,第13節,第2日,磐田,新潟,ヤマハスタジアム(磐田),晴,26.7,33,スカパー!(パーフェクト チョイス)/e2(スカチャン!),11734
10102,2007-06-09,13:04,第14節,第1日,柏,大宮,柏の葉公園総合競技場,曇,24.1,44,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/千葉テレビ(録),12730
10103,2007-06-09,14:05,第14節,第1日,G大阪,横浜FC,万博記念競技場,曇のち晴,20.3,72,スカパー!・e2(TBSチャンネル)/BS-i,19752
10104,2007-06-09,15:04,第14節,第1日,新潟,神戸,東北電力ビッグスワンスタジアム,曇,23.7,57,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/新潟テレビ21,38667
10105,2007-06-09,15:00,第14節,第1日,大分,鹿島,九州石油ドーム,曇,22.8,53,スカパー!・e2(J sports Plus),21804
10106,2007-06-09,19:03,第14節,第1日,横浜FM,千葉,日産スタジアム,雨,20.8,75,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),23028
10107,2007-06-09,19:04,第14節,第1日,名古屋,川崎F,豊田スタジアム,屋内,17.3,82,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,21190
10108,2007-06-10,14:02,第14節,第2日,甲府,磐田,山梨県小瀬スポーツ公園陸上競技場,曇,20.3,64,スカパー!・e2(J sports Plus),11389
10109,2007-06-10,16:04,第14節,第2日,清水,FC東京,日本平スタジアム,晴,24.5,55,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),15322
10110,2007-08-01,19:32,第14節,第3日,浦和,広島,埼玉スタジアム2002,晴,28.8,70,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレ玉,38682
10111,2007-06-16,13:03,第15節,第1日,神戸,大分,ホームズスタジアム神戸,晴,26.5,51,スカパー!(パーフェクト チョイス)/e2(スカチャン!),13966
10112,2007-06-16,14:05,第15節,第1日,川崎F,柏,等々力陸上競技場,晴,31.7,19,スカパー!・e2(TBSチャンネル)/BS-i,15244
10113,2007-06-16,15:04,第15節,第1日,清水,横浜FM,日本平スタジアム,晴,25.5,64,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレビ静岡,15078
10114,2007-06-16,16:00,第15節,第1日,鹿島,広島,県立カシマサッカースタジアム,晴,22.1,53,スカパー!(パーフェクト チョイス)/e2(スカチャン!),10524
10115,2007-06-16,16:04,第15節,第1日,G大阪,名古屋,万博記念競技場,晴,28.5,34,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/毎日放送(録),20473
10116,2007-06-16,19:00,第15節,第1日,大宮,新潟,さいたま市浦和駒場スタジアム,晴,22.9,49,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),16795
10117,2007-06-16,19:04,第15節,第1日,横浜FC,磐田,日産スタジアム,晴,23.6,44,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,13605
10118,2007-06-17,16:03,第15節,第2日,千葉,甲府,フクダ電子アリーナ,晴,23.4,55,スカパー!(パーフェクト チョイス)/e2(スカチャン!),13229
10119,2007-06-17,16:04,第15節,第2日,FC東京,浦和,味の素スタジアム,晴,23.5,59,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),38439
10120,2007-06-20,19:05,第16節,第1日,浦和,神戸,さいたま市浦和駒場スタジアム,晴,26.1,61,スカパー!・e2(TBSチャンネル)/テレ玉/BS-i,16709
10121,2007-06-20,19:04,第16節,第1日,柏,鹿島,日立柏サッカー場,晴,23.8,72,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/千葉テレビ/BS,10273
10122,2007-06-20,19:04,第16節,第1日,FC東京,甲府,味の素スタジアム,晴,24.7,65,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/TOKYO MX,17264
10123,2007-06-20,19:00,第16節,第1日,横浜FM,G大阪,横浜市三ツ沢公園球技場,晴,23.9,70,スカパー!・e2(J sports Plus),13956
10124,2007-06-20,19:03,第16節,第1日,新潟,横浜FC,東北電力ビッグスワンスタジアム,晴,25.2,61,スカパー!(パーフェクト チョイス)/e2(スカチャン!),36182
10125,2007-06-20,19:04,第16節,第1日,磐田,大宮,ヤマハスタジアム(磐田),晴,23.4,82,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/静岡放送(録),9292
10126,2007-06-20,19:03,第16節,第1日,名古屋,清水,名古屋市瑞穂陸上競技場,晴,24.3,74,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),9416
10127,2007-06-20,19:04,第16節,第1日,広島,川崎F,広島ビッグアーチ,曇,22.9,86,スカパー!(パーフェクト チョイス)/e2(スカチャン!),6037
10128,2007-06-20,19:05,第16節,第1日,大分,千葉,九州石油ドーム,屋内,23.7,82,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),15508
10129,2007-06-23,14:04,第17節,第1日,清水,浦和,日本平スタジアム,晴,27.1,57,スカパー!・e2(TBSチャンネル)/NHK静岡/BS-i,20300
10130,2007-06-23,15:00,第17節,第1日,川崎F,磐田,等々力陸上競技場,晴,29.7,32,スカパー!・e2(J sports Plus),16614
10131,2007-06-23,16:03,第17節,第1日,千葉,新潟,フクダ電子アリーナ,晴,27.6,47,スカパー!(パーフェクト チョイス)/e2(スカチャン!),15069
10132,2007-06-23,17:03,第17節,第1日,横浜FC,柏,横浜市三ツ沢公園球技場,晴,24.3,57,スカパー!(パーフェクト チョイス)/e2(スカチャン!),7232
10133,2007-06-23,19:04,第17節,第1日,甲府,大分,山梨県小瀬スポーツ公園陸上競技場,曇,25.3,61,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),11298
10134,2007-06-23,19:01,第17節,第1日,G大阪,FC東京,万博記念競技場,晴,25.8,57,スカパー!・e2(J sports Plus),15640
10135,2007-06-23,19:04,第17節,第1日,神戸,広島,ホームズスタジアム神戸,晴,26.8,48,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,10362
10136,2007-06-24,15:00,第17節,第2日,大宮,横浜FM,さいたま市浦和駒場スタジアム,雨,23.4,71,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレ玉(録),10051
10137,2007-06-24,16:00,第17節,第2日,鹿島,名古屋,県立カシマサッカースタジアム,雨,23.7,75,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),14317
10138,2007-06-30,13:03,第18節,第1日,名古屋,甲府,名古屋市瑞穂陸上競技場,晴,32.5,45,スカパー!(パーフェクト チョイス)/e2(スカチャン!),10264
10139,2007-06-30,14:06,第18節,第1日,横浜FC,千葉,日産スタジアム,曇,26.9,61,スカパー!・e2(TBSチャンネル)/BS-i,43117
10140,2007-06-30,16:00,第18節,第1日,鹿島,FC東京,県立カシマサッカースタジアム,曇,22.8,71,スカパー!(パーフェクト チョイス)/e2(スカチャン!),15712
10141,2007-06-30,16:00,第18節,第1日,大宮,G大阪,さいたま市浦和駒場スタジアム,曇,23.8,67,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレ玉(録),10049
10142,2007-06-30,16:04,第18節,第1日,柏,清水,日立柏サッカー場,曇,23.2,71,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),11489
10143,2007-06-30,16:03,第18節,第1日,新潟,広島,東北電力ビッグスワンスタジアム,曇,24.1,68,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),40858
10144,2007-06-30,19:00,第18節,第1日,川崎F,神戸,等々力陸上競技場,雨時々曇,23.6,66,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),17299
10145,2007-06-30,19:01,第18節,第1日,磐田,浦和,エコパスタジアム,曇のち雨,23.9,80,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),35072
10146,2007-06-30,19:04,第18節,第1日,大分,横浜FM,九州石油ドーム,曇,26.3,69,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,20315
10147,2007-08-11,19:02,第19節,第1日,浦和,柏,埼玉スタジアム2002,晴,30.0,67,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),47359
10148,2007-08-11,19:04,第19節,第1日,千葉,川崎F,フクダ電子アリーナ,晴,27.5,82,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,16070
10149,2007-08-11,19:04,第19節,第1日,FC東京,大分,味の素スタジアム,晴,29.7,60,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/TOKYO MX,20689
10150,2007-08-11,19:00,第19節,第1日,横浜FM,横浜FC,日産スタジアム,晴,29.3,66,スカパー!・e2(J sports Plus),53916
10151,2007-08-11,19:03,第19節,第1日,清水,大宮,日本平スタジアム,晴,26.9,79,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),15047
10152,2007-08-11,19:03,第19節,第1日,G大阪,新潟,万博記念競技場,晴,28.8,66,スカパー!(パーフェクト チョイス)/e2(スカチャン!),18112
10153,2007-08-11,19:05,第19節,第1日,神戸,磐田,ホームズスタジアム神戸,晴,28.0,78,スカパー!・e2(TBSチャンネル)/BS-i,12624
10154,2007-08-12,18:34,第19節,第2日,甲府,鹿島,山梨県小瀬スポーツ公園陸上競技場,晴,28.8,58,スカパー!(パーフェクト チョイス)/e2(スカチャン!),14316
10155,2007-08-12,18:04,第19節,第2日,広島,名古屋,広島ビッグアーチ,晴,28.1,62,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),12595
10156,2007-08-15,19:03,第20節,第1日,鹿島,千葉,県立カシマサッカースタジアム,晴,29.8,73,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,19600
10157,2007-08-15,19:00,第20節,第1日,大宮,神戸,さいたま市浦和駒場スタジアム,晴,32.6,56,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),6440
10158,2007-08-15,19:04,第20節,第1日,柏,広島,日立柏サッカー場,晴のち曇,30.2,68,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/千葉テレビ,10636
10159,2007-08-15,19:00,第20節,第1日,川崎F,横浜FM,等々力陸上競技場,晴,30.8,64,スカパー!(パーフェクト チョイス)/e2(スカチャン!),18095
10160,2007-08-15,19:03,第20節,第1日,横浜FC,甲府,横浜市三ツ沢公園球技場,晴,29.1,71,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),5606
10161,2007-08-15,19:01,第20節,第1日,新潟,名古屋,東北電力ビッグスワンスタジアム,晴,29.4,77,スカパー!・e2(J sports Plus),42015
10162,2007-08-15,19:04,第20節,第1日,磐田,FC東京,ヤマハスタジアム(磐田),晴,29.1,81,スカパー!・e2(TBSチャンネル)/静岡放送(録)/BS-i(録),14854
10163,2007-08-15,19:03,第20節,第1日,G大阪,浦和,万博記念競技場,晴,30.2,64,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/毎日放送(録),20982
10164,2007-08-15,19:05,第20節,第1日,大分,清水,九州石油ドーム,晴,29.3,63,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),20391
10165,2007-08-18,19:03,第21節,第1日,千葉,磐田,フクダ電子アリーナ,曇,25.8,69,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),16718
10166,2007-08-18,18:34,第21節,第1日,FC東京,柏,味の素スタジアム,曇,26.8,67,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/TOKYO MX*,25373
10167,2007-08-18,19:05,第21節,第1日,横浜FC,G大阪,横浜市三ツ沢公園球技場,曇,25.8,72,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,8426
10168,2007-08-18,18:34,第21節,第1日,甲府,浦和,国立競技場,曇,26.4,68,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),36756
10169,2007-08-18,19:03,第21節,第1日,清水,川崎F,日本平スタジアム,雨,25.2,89,スカパー!(パーフェクト チョイス)/e2(スカチャン!),19073
10170,2007-08-18,19:03,第21節,第1日,名古屋,横浜FM,名古屋市瑞穂陸上競技場,晴,28.2,75,スカパー!(パーフェクト チョイス)/e2(スカチャン!),15703
10171,2007-08-18,18:05,第21節,第1日,広島,大分,広島ビッグアーチ,晴,29.1,71,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),10402
10172,2007-08-19,18:01,第21節,第2日,大宮,鹿島,熊谷スポーツ文化公園陸上競技場,曇のち雨一時雷,30.1,64,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),13889
10173,2007-08-19,19:05,第21節,第2日,神戸,新潟,神戸総合運動公園ユニバー記念競技場,雨時々曇,24.4,81,スカパー!・e2(TBSチャンネル)/BS-i,9116
10174,2007-08-25,19:05,第22節,第1日,鹿島,横浜FC,県立カシマサッカースタジアム,晴,26.6,81,スカパー!・e2(TBSチャンネル)/BS-i(録),15957
10175,2007-08-25,19:04,第22節,第1日,浦和,FC東京,埼玉スタジアム2002,晴,28.4,74,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/テレ玉/BS,46951
10176,2007-08-25,19:05,第22節,第1日,柏,千葉,日立柏サッカー場,晴,29.3,70,スカパー!(パーフェクト チョイス)/e2(スカチャン!),10801
10177,2007-08-25,19:00,第22節,第1日,川崎F,G大阪,等々力陸上競技場,晴,28.3,68,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),19789
10178,2007-08-25,19:03,第22節,第1日,磐田,甲府,ヤマハスタジアム(磐田),晴,27.8,82,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/静岡放送(録),12757
10179,2007-08-25,19:03,第22節,第1日,名古屋,大宮,名古屋市瑞穂陸上競技場,晴,30.7,39,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),10804
10180,2007-08-25,19:05,第22節,第1日,大分,神戸,九州石油ドーム,晴,28.3,75,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),17910
10181,2007-08-26,19:03,第22節,第2日,横浜FM,広島,日産スタジアム,晴,27.8,75,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),19007
10182,2007-08-26,18:04,第22節,第2日,新潟,清水,東北電力ビッグスワンスタジアム,曇,27.5,70,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),39912
10183,2007-08-29,19:04,第23節,第1日,大宮,柏,さいたま市浦和駒場スタジアム,曇のち雨,24.0,76,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/テレ玉,6149
10184,2007-08-29,19:03,第23節,第1日,千葉,大分,フクダ電子アリーナ,曇,24.8,79,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),10447
10185,2007-08-29,19:05,第23節,第1日,川崎F,名古屋,等々力陸上競技場,雨,24.9,77,スカパー!・e2(TBSチャンネル)/BS-i(録),13185
10186,2007-08-29,19:03,第23節,第1日,横浜FM,磐田,横浜市三ツ沢公園球技場,雨のち曇,23.2,90,スカパー!(パーフェクト チョイス)/e2(スカチャン!),10828
10187,2007-08-29,19:04,第23節,第1日,甲府,新潟,山梨県小瀬スポーツ公園陸上競技場,曇,26.1,74,スカパー!(パーフェクト チョイス)/e2(スカチャン!),9038
10188,2007-08-29,19:03,第23節,第1日,清水,横浜FC,日本平スタジアム,曇,25.6,86,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),14167
10189,2007-08-29,19:04,第23節,第1日,G大阪,鹿島,石川県西部緑地公園陸上競技場,雨,25.4,76,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,16152
10190,2007-08-29,19:03,第23節,第1日,神戸,浦和,神戸総合運動公園ユニバー記念競技場,晴,26.9,80,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),20067
10191,2007-08-29,19:04,第23節,第1日,広島,FC東京,広島ビッグアーチ,曇,24.3,90,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),7122
10192,2007-09-01,18:30,第24節,第1日,鹿島,川崎F,県立カシマサッカースタジアム,曇,22.1,75,スカパー!・e2(J sports Plus)/NHK水戸*,14856
10193,2007-09-01,18:03,第24節,第1日,浦和,大宮,埼玉スタジアム2002,曇,22.6,73,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレ玉,49810
10194,2007-09-01,18:34,第24節,第1日,FC東京,神戸,国立競技場,曇,22.6,64,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/TOKYO MX,23968
10195,2007-09-01,19:04,第24節,第1日,横浜FC,広島,横浜市三ツ沢公園球技場,曇,23.0,63,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),6341
10196,2007-09-01,19:04,第24節,第1日,新潟,千葉,東北電力ビッグスワンスタジアム,曇,24.6,63,スカパー!(パーフェクト チョイス)/e2(スカチャン!),40488
10197,2007-09-01,19:03,第24節,第1日,磐田,清水,エコパスタジアム,曇,23.8,76,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),33678
10198,2007-09-01,19:04,第24節,第1日,名古屋,G大阪,名古屋市瑞穂陸上競技場,晴,26.0,75,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS/中京テレビ(録),18425
10199,2007-09-02,18:32,第24節,第2日,柏,横浜FM,国立競技場,曇,23.7,62,スカパー!・e2(J sports Plus)/千葉テレビ,23569
10200,2007-09-02,19:05,第24節,第2日,大分,甲府,九州石油ドーム,晴,28.6,65,スカパー!・e2(TBSチャンネル)/BS-i(録),14830
10201,2007-09-15,19:04,第25節,第1日,大宮,磐田,さいたま市浦和駒場スタジアム,晴,27.1,73,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/テレ玉,8432
10202,2007-09-15,19:03,第25節,第1日,千葉,神戸,フクダ電子アリーナ,晴,26.1,77,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),13272
10203,2007-09-15,19:03,第25節,第1日,川崎F,大分,等々力陸上競技場,晴,27.2,73,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,15535
10204,2007-09-15,19:04,第25節,第1日,横浜FC,FC東京,国立競技場,晴,26.7,74,スカパー!・e2(TBSチャンネル)/BS-i,13835
10205,2007-09-15,15:04,第25節,第1日,清水,甲府,日本平スタジアム,晴,28.3,77,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/静岡放送,18108
10206,2007-09-15,19:03,第25節,第1日,名古屋,鹿島,名古屋市瑞穂陸上競技場,曇,26.6,79,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/中部日本放送(録),13949
10207,2007-09-15,14:05,第25節,第1日,広島,浦和,広島ビッグアーチ,晴,32.5,59,スカパー!・e2(TBSチャンネル)/TBS(単)/中国放送,22675
10208,2007-09-16,16:05,第25節,第2日,新潟,柏,東北電力ビッグスワンスタジアム,晴,27.4,73,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),40574
10209,2007-09-16,19:03,第25節,第2日,G大阪,横浜FM,万博記念競技場,曇,28.7,72,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),19419
10210,2007-09-22,19:05,第26節,第1日,鹿島,新潟,県立カシマサッカースタジアム,晴,25.0,76,スカパー!・e2(TBSチャンネル)/BS-i,14812
10211,2007-09-22,15:01,第26節,第1日,大宮,千葉,さいたま市浦和駒場スタジアム,晴,32.3,44,スカパー!(パーフェクト チョイス)/e2(スカチャン!),8449
10212,2007-09-22,19:04,第26節,第1日,横浜FM,浦和,日産スタジアム,晴,26.1,79,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS,48166
10213,2007-09-22,18:34,第26節,第1日,甲府,広島,山梨県小瀬スポーツ公園陸上競技場,曇,27.7,61,スカパー!(パーフェクト チョイス)/e2(スカチャン!),11606
10214,2007-09-22,16:03,第26節,第1日,神戸,名古屋,神戸総合運動公園ユニバー記念競技場,晴のち曇,30.0,55,スカパー!(パーフェクト チョイス)/e2(スカチャン!),7793
10215,2007-09-22,13:05,第26節,第1日,大分,横浜FC,九州石油ドーム,晴,29.5,66,スカパー!(パーフェクト チョイス)/e2(スカチャン!),21371
10216,2007-09-23,14:03,第26節,第2日,FC東京,清水,味の素スタジアム,曇,24.7,66,スカパー!・e2(TBSチャンネル)/TBS(単)/静岡放送,30363
10217,2007-09-23,16:03,第26節,第2日,磐田,G大阪,ヤマハスタジアム(磐田),曇,27.0,60,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),15797
10218,2007-09-23,19:04,第26節,第2日,柏,川崎F,日立柏サッカー場,曇,21.5,77,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),10648
10219,2007-09-29,13:03,第27節,第1日,名古屋,柏,名古屋市瑞穂球技場,雨,17.9,84,スカパー!(パーフェクト チョイス)/e2(スカチャン!),7553
10220,2007-09-29,14:04,第27節,第1日,磐田,横浜FC,ヤマハスタジアム(磐田),雨のち曇,19.3,81,スカパー!・e2(TBSチャンネル)/静岡放送/BS-i,10752
10221,2007-09-29,16:03,第27節,第1日,横浜FM,大宮,日産スタジアム,雨,18.8,65,スカパー!(パーフェクト チョイス)/e2(スカチャン!),12923
10222,2007-09-29,16:03,第27節,第1日,神戸,清水,ホームズスタジアム神戸,屋内,23.4,60,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),9097
10223,2007-09-29,19:04,第27節,第1日,G大阪,大分,万博記念競技場,曇のち雨,19.2,68,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録)/BS(録),12163
10224,2007-09-30,14:04,第27節,第2日,広島,鹿島,広島ビッグアーチ,曇のち晴,24.6,59,スカパー!(パーフェクト チョイス)/e2(スカチャン!)(録),13492
10225,2007-09-30,15:00,第27節,第2日,川崎F,甲府,等々力陸上競技場,雨,16.2,90,スカパー!・e2(J sports Plus),13438
10226,2007-09-30,15:33,第27節,第2日,浦和,新潟,埼玉スタジアム2002,雨,16.9,91,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレ玉(録),47755
10227,2007-09-30,19:02,第27節,第2日,千葉,FC東京,フクダ電子アリーナ,雨,18.2,81,スカパー!・e2(J sports Plus),15346
10228,2007-10-06,13:00,第28節,第1日,鹿島,神戸,県立カシマサッカースタジアム,晴,22.1,45,スカパー!(パーフェクト チョイス)/e2(スカチャン!),10503
10229,2007-10-06,16:02,第28節,第1日,柏,G大阪,日立柏サッカー場,晴,21.9,44,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/NHK総合,10640
10230,2007-10-06,14:04,第28節,第1日,FC東京,横浜FM,味の素スタジアム,晴,23.2,30,スカパー!・e2(TBSチャンネル)/BS-i/TOKYO MX(録),21939
10231,2007-10-06,16:05,第28節,第1日,甲府,千葉,山梨県小瀬スポーツ公園陸上競技場,晴,21.4,52,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/NHK甲府,14037
10232,2007-10-06,15:04,第28節,第1日,新潟,大宮,東北電力ビッグスワンスタジアム,晴,22.4,43,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/テレビ新潟,38507
10233,2007-10-06,19:04,第28節,第1日,清水,名古屋,日本平スタジアム,晴,21.5,44,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/BS,14831
10234,2007-10-06,14:01,第28節,第1日,広島,磐田,広島ビッグアーチ,晴,28.4,33,スカパー!・e2(J sports Plus),9363
10235,2007-10-07,15:03,第28節,第2日,浦和,大分,さいたま市浦和駒場スタジアム,晴,23.4,50,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/テレ玉(録),18511
10236,2007-10-07,14:01,第28節,第2日,横浜FC,川崎F,国立競技場,晴,22.7,47,スカパー!・e2(J sports Plus)/tvk(録),14208
10237,2007-10-20,14:00,第29節,第1日,大宮,広島,さいたま市浦和駒場スタジアム,晴,21.0,52,スカパー!・e2(J sports Plus)/テレ玉(録),11038
10238,2007-10-20,19:05,第29節,第1日,千葉,浦和,フクダ電子アリーナ,晴,18.0,75,スカパー!・e2(TBSチャンネル)/BS-i,16756
10239,2007-10-20,16:00,第29節,第1日,川崎F,新潟,等々力陸上競技場,曇,20.6,61,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),14440
10240,2007-10-20,19:03,第29節,第1日,横浜FM,清水,日産スタジアム,晴,19.2,67,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),25082
10241,2007-10-20,15:04,第29節,第1日,磐田,鹿島,エコパスタジアム,晴,19.1,35,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/NHK静岡/BS,25961
10242,2007-10-20,16:03,第29節,第1日,神戸,横浜FC,ホームズスタジアム神戸,晴,18.6,33,スカパー!(パーフェクト チョイス)/e2(スカチャン!),12318
10243,2007-10-20,19:35,第29節,第1日,大分,柏,熊本県民総合運動公園陸上競技場,晴,12.4,53,スカパー!(パーフェクト チョイス)/e2(スカチャン!),14671
10244,2007-10-21,14:03,第29節,第2日,名古屋,FC東京,豊田スタジアム,晴,19.4,34,スカパー!(パーフェクト チョイス)/e2(スカチャン!),18025
10245,2007-10-21,14:01,第29節,第2日,G大阪,甲府,万博記念競技場,晴,20.3,33,スカパー!・e2(J sports Plus),16071
10246,2007-10-27,16:00,第30節,第1日,鹿島,大分,県立カシマサッカースタジアム,雨,16.8,99,スカパー!(パーフェクト チョイス)/e2(スカチャン!),8036
10247,2007-10-27,14:04,第30節,第1日,柏,神戸,日立柏サッカー場,雨,16.9,94,スカパー!・e2(TBSチャンネル)/BS-i/千葉テレビ(録),8947
10248,2007-10-27,14:03,第30節,第1日,横浜FC,大宮,横浜市三ツ沢公園球技場,雨,17.0,87,スカパー!・e2(J sports Plus)/BS,4114
10249,2007-10-27,18:30,第30節,第1日,甲府,横浜FM,山梨県小瀬スポーツ公園陸上競技場,雨,13.3,76,スカパー!・e2(J sports Plus),9056
10250,2007-10-27,15:04,第30節,第1日,新潟,磐田,東北電力ビッグスワンスタジアム,雨,17.4,86,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/NHK新潟,34446
10251,2007-10-27,19:03,第30節,第1日,清水,G大阪,日本平スタジアム,雨,16.9,88,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),15898
10252,2007-10-27,13:04,第30節,第1日,広島,千葉,広島ビッグアーチ,晴,22.3,59,スカパー!(パーフェクト チョイス)/e2(スカチャン!),9680
10253,2007-10-28,17:03,第30節,第2日,浦和,名古屋,埼玉スタジアム2002,晴,21.4,65,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),52314
10254,2007-10-28,14:05,第30節,第2日,FC東京,川崎F,味の素スタジアム,晴,22.1,50,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV),30494
10255,2007-11-10,16:04,第31節,第1日,柏,横浜FC,柏の葉公園総合競技場,雨のち曇,12.8,92,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/千葉テレビ(録),8990
10256,2007-11-10,16:03,第31節,第1日,横浜FM,鹿島,日産スタジアム,雨,13.6,84,スカパー!(パーフェクト チョイス)/e2(スカチャン!),21109
10257,2007-11-10,16:04,第31節,第1日,新潟,FC東京,東北電力ビッグスワンスタジアム,晴時々曇,14.9,57,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/J SPORTS ESPN,37851
10258,2007-11-10,16:03,第31節,第1日,名古屋,磐田,豊田スタジアム,曇,18.7,65,スカパー!(パーフェクト チョイス)/e2(スカチャン!)/J SPORTS2/東海テレビ(録),17529
10259,2007-11-10,16:04,第31節,第1日,G大阪,千葉,万博記念競技場,晴,19.6,60,スカパー!(パーフェクト チョイス)/e2(スカチャン!HV)/NHK総合/関西テレビ(録),20044
10260,2007-11-10,16:04,第31節,第1日,神戸,甲府,ホームズスタジアム神戸,晴,20.1,43,スカパー!・e2(TBSチャンネル)/BS-i,11236
