id,home_team,away_team,temperature,humidity,attendance,match_datetime,section_encoded,venue_capacity,venue_encoded,round_encoded,weather_encoded,num_broadcasters
10830,札幌,川崎F,20.8,35,14377,2008-04-02 19:03:00,4,38794,35,1,3,2
10831,大宮,名古屋,12.6,59,7591,2008-04-02 19:04:00,4,15491,34,1,0,4
10832,千葉,神戸,13.6,51,8694,2008-04-02 19:03:00,4,19470,9,1,0,2
10833,東京V,磐田,13.5,57,9087,2008-04-02 19:03:00,4,54224,23,1,0,3
10834,横浜FM,FC東京,13.6,50,11670,2008-04-02 19:05:00,4,15442,36,1,0,2
10835,新潟,鹿島,10.6,41,22740,2008-04-02 19:04:00,4,41684,28,1,0,3
10836,清水,浦和,12.6,43,15223,2008-04-02 19:03:00,4,20248,11,1,1,2
10837,京都,柏,13.1,54,8192,2008-04-02 19:04:00,4,20588,13,1,1,3
10838,大分,G大阪,14.5,42,17651,2008-04-02 19:01:00,4,31997,15,1,1,1
10839,大宮,大分,20.8,21,6450,2008-04-05 13:00:00,5,15491,34,1,0,2
10840,磐田,浦和,16.3,32,27866,2008-04-05 13:04:00,5,50889,31,1,0,3
10841,鹿島,千葉,16.3,29,17257,2008-04-05 14:04:00,5,38620,12,1,0,2
10842,FC東京,札幌,17.8,25,20180,2008-04-05 14:04:00,5,47851,2,1,0,4
10843,名古屋,横浜FM,17.4,29,19193,2008-04-05 16:03:00,5,43739,18,1,0,3
10844,G大阪,清水,17.3,22,16219,2008-04-05 16:03:00,5,21000,0,1,1,2
10845,川崎F,京都,15.7,37,14753,2008-04-05 17:03:00,5,26232,6,1,0,2
10846,柏,新潟,17.6,31,9585,2008-04-06 16:00:00,5,15349,27,2,0,3
10847,神戸,東京V,16.9,30,8150,2008-04-06 16:03:00,5,28425,29,2,0,3
10848,札幌,磐田,20.9,38,15240,2008-04-12 13:34:00,6,38794,35,1,3,3
10849,横浜FM,柏,18.8,47,20026,2008-04-12 14:05:00,6,71624,8,1,1,2
10850,清水,名古屋,19.2,66,14167,2008-04-12 14:03:00,6,20248,11,1,1,3
10851,千葉,大宮,17.5,53,11091,2008-04-12 16:03:00,6,19470,9,1,9,2
10852,東京V,FC東京,16.7,58,22503,2008-04-12 17:03:00,6,47851,2,1,1,3
10853,大分,川崎F,14.8,55,16977,2008-04-12 19:05:00,6,31997,15,1,0,3
10854,京都,神戸,20.1,42,14109,2008-04-13 13:04:00,6,20588,13,2,1,3
10855,浦和,鹿島,9.3,80,54450,2008-04-13 16:04:00,6,62010,5,2,8,3
10856,G大阪,新潟,18.6,59,13321,2008-04-13 16:03:00,6,21000,0,2,4,2
10857,名古屋,千葉,23.2,39,12214,2008-04-19 13:03:00,7,20223,4,1,0,2
10858,鹿島,G大阪,13.1,69,17292,2008-04-19 16:04:00,7,38620,12,1,2,3
10859,FC東京,川崎F,15.8,52,22283,2008-04-19 16:04:00,7,47851,2,1,1,3
10860,新潟,京都,14.9,62,27115,2008-04-19 16:00:00,7,41684,28,1,2,3
10861,神戸,札幌,15.6,54,11126,2008-04-19 16:05:00,7,28425,29,1,0,2
10862,柏,東京V,14.1,67,8525,2008-04-19 19:02:00,7,15349,27,1,11,2
10863,横浜FM,清水,15.1,58,19763,2008-04-19 19:04:00,7,71624,8,1,8,3
10864,浦和,大宮,18.3,43,50997,2008-04-20 14:01:00,7,62010,5,2,1,3
10865,磐田,大分,19.4,52,11229,2008-04-20 14:04:00,7,15165,17,2,0,3
10866,清水,FC東京,14.9,75,14145,2008-04-26 13:04:00,8,20248,11,1,2,3
10867,札幌,新潟,20.9,31,13055,2008-04-26 13:33:00,8,38794,35,1,3,3
10868,東京V,名古屋,14.1,76,11997,2008-04-26 14:05:00,8,47851,2,1,2,3
10869,大分,横浜FM,21.6,31,16433,2008-04-26 14:05:00,8,31997,15,1,0,3
10870,京都,浦和,19.8,50,19680,2008-04-26 16:04:00,8,20588,13,1,1,3
10871,千葉,磐田,14.6,65,13083,2008-04-26 19:03:00,8,19470,9,1,2,2
10872,川崎F,柏,14.8,68,14426,2008-04-26 19:04:00,8,26232,6,1,4,3
10873,大宮,鹿島,19.8,52,11884,2008-04-27 16:00:00,8,15491,34,2,5,1
10874,神戸,G大阪,18.5,44,19014,2008-04-27 16:04:00,8,28425,29,2,0,3
10875,柏,清水,23.8,41,11012,2008-04-29 14:04:00,9,15349,27,1,0,3
10876,磐田,京都,20.0,58,11642,2008-04-29 14:04:00,9,15165,17,1,0,3
10877,新潟,東京V,20.6,38,35788,2008-04-29 15:04:00,9,41684,28,1,0,3
10878,浦和,札幌,22.0,31,48031,2008-04-29 16:00:00,9,62010,5,1,0,3
10879,FC東京,大分,20.6,43,20283,2008-04-29 16:04:00,9,47851,2,1,0,3
10880,横浜FM,千葉,17.9,68,20220,2008-04-29 19:04:00,9,71624,8,1,1,3
10881,名古屋,川崎F,18.7,69,15061,2008-04-29 19:03:00,9,20223,4,1,0,2
10882,鹿島,神戸,19.0,75,10221,2008-04-30 19:04:00,9,38620,12,2,0,2
10883,G大阪,大宮,20.5,56,10081,2008-04-30 19:03:00,9,21000,0,2,0,2
10884,京都,札幌,31.0,30,12467,2008-05-03 13:04:00,10,20588,13,1,0,3
10885,大分,新潟,28.2,32,19273,2008-05-03 13:05:00,10,31997,15,1,0,2
10886,大宮,FC東京,23.4,68,12104,2008-05-03 14:05:00,10,15491,34,1,9,2
10887,名古屋,G大阪,27.1,42,34436,2008-05-03 14:03:00,10,43739,18,1,0,3
10888,東京V,横浜FM,21.2,71,21798,2008-05-03 15:00:00,10,54224,23,1,7,3
10889,千葉,柏,19.0,77,14103,2008-05-03 16:03:00,10,19470,9,1,6,2
10890,清水,磐田,25.6,57,20330,2008-05-03 16:03:00,10,20248,11,1,0,2
10891,川崎F,鹿島,19.8,74,20280,2008-05-03 19:03:00,10,26232,6,1,7,2
10892,神戸,浦和,22.3,48,23088,2008-05-03 19:04:00,10,28425,29,1,0,3
10893,札幌,東京V,21.6,33,16508,2008-05-06 13:05:00,11,38794,35,1,3,3
10894,磐田,川崎F,21.7,41,13602,2008-05-06 13:03:00,11,15165,17,1,0,2
10895,柏,神戸,25.5,19,9398,2008-05-06 14:04:00,11,15349,27,1,0,3
10896,新潟,清水,20.5,24,36403,2008-05-06 14:34:00,11,41684,28,1,0,3
10897,FC東京,名古屋,20.5,30,30825,2008-05-06 15:04:00,11,47851,2,1,0,4
10898,横浜FM,大宮,20.9,30,27988,2008-05-06 15:00:00,11,71624,8,1,0,1
10899,浦和,千葉,22.0,28,52008,2008-05-06 16:00:00,11,62010,5,1,0,3
10900,鹿島,大分,17.5,80,8286,2008-06-25 19:04:00,11,38620,12,2,1,2
10901,G大阪,京都,24.7,65,15840,2008-06-25 19:00:00,11,21000,0,2,1,1
10902,川崎F,浦和,13.6,70,20335,2008-05-10 14:05:00,12,26232,6,1,2,2
10903,大分,東京V,12.3,82,16771,2008-05-10 14:05:00,12,31997,15,1,3,3
10904,大宮,札幌,12.8,73,6399,2008-05-10 16:00:00,12,15491,34,1,2,2
10905,千葉,京都,13.3,76,10178,2008-05-10 16:03:00,12,19470,9,1,2,2
10906,FC東京,柏,12.9,77,17122,2008-05-10 16:05:00,12,47851,2,1,2,3
10907,新潟,磐田,13.9,58,33657,2008-05-10 19:04:00,12,41684,28,1,1,3
10908,名古屋,神戸,13.4,89,7353,2008-05-10 19:03:00,12,20223,4,1,2,2
10909,清水,鹿島,17.5,52,16195,2008-05-11 13:04:00,12,20248,11,2,1,3
10910,G大阪,横浜FM,15.3,51,20773,2008-05-11 16:03:00,12,21000,0,2,0,2
10911,札幌,名古屋,20.1,58,16631,2008-05-17 13:04:00,13,38794,35,1,3,3
10912,浦和,G大阪,22.4,54,57050,2008-05-17 14:04:00,13,62010,5,1,0,3
10913,磐田,FC東京,21.0,62,10958,2008-05-17 14:00:00,13,15165,17,1,0,2
10914,京都,横浜FM,27.8,36,10903,2008-05-17 14:04:00,13,12584,37,1,0,3
10915,鹿島,柏,15.1,73,20361,2008-05-17 16:04:00,13,38620,12,1,0,2
10916,千葉,大分,21.4,59,11616,2008-05-17 16:05:00,13,19470,9,1,0,2
10917,川崎F,大宮,20.3,60,14235,2008-05-17 19:04:00,13,26232,6,1,1,3
10918,東京V,清水,19.1,69,11426,2008-05-18 18:03:00,13,47851,2,2,9,4
10919,神戸,新潟,20.8,67,9117,2008-05-18 16:03:00,13,28425,29,2,0,2
10920,大宮,東京V,26.8,59,6979,2008-06-28 14:05:00,14,15392,22,1,5,2
10921,清水,京都,22.9,76,17099,2008-06-28 15:04:00,14,20248,11,1,1,3
10922,新潟,川崎F,25.8,60,40029,2008-06-28 16:03:00,14,41684,28,1,1,2
10923,柏,浦和,23.3,69,36785,2008-06-28 19:03:00,14,54224,23,1,1,2
10924,横浜FM,磐田,22.9,75,27549,2008-06-28 19:05:00,14,71624,8,1,1,3
10925,名古屋,鹿島,22.4,89,18215,2008-06-28 19:01:00,14,20223,4,1,2,2
10926,大分,神戸,29.1,53,18733,2008-06-29 14:05:00,14,31997,15,2,0,2
10927,FC東京,千葉,20.9,89,27976,2008-06-29 16:04:00,14,47851,2,2,2,3
10928,G大阪,札幌,24.9,93,14039,2008-06-29 19:00:00,14,21000,0,2,1,1
10929,札幌,清水,28.4,60,10282,2008-07-05 14:03:00,15,20861,38,1,0,2
10930,東京V,千葉,27.1,78,10069,2008-07-05 18:00:00,15,47851,2,1,1,2
10931,浦和,FC東京,28.6,74,49218,2008-07-05 19:04:00,15,62010,5,1,0,4
10932,新潟,名古屋,26.4,80,37529,2008-07-05 19:03:00,15,41684,28,1,1,2
10933,磐田,鹿島,24.8,91,18479,2008-07-05 19:03:00,15,50889,31,1,0,2
10934,神戸,大宮,26.2,78,9172,2008-07-05 19:03:00,15,28425,29,1,0,2
10935,柏,G大阪,26.6,82,10726,2008-07-06 19:04:00,15,15349,27,2,11,3
10936,川崎F,横浜FM,26.5,77,17993,2008-07-06 19:04:00,15,26232,6,2,1,3
10937,京都,大分,30.4,66,12533,2008-07-06 19:04:00,15,20588,13,2,1,3
10938,東京V,京都,28.8,61,8060,2008-07-12 18:03:00,16,47851,2,1,0,3
10939,清水,神戸,27.4,80,14164,2008-07-12 18:00:00,16,20248,11,1,0,1
10941,大宮,磐田,26.8,73,11061,2008-07-12 19:04:00,16,15491,34,1,1,3
10942,名古屋,柏,29.7,53,11717,2008-07-12 19:03:00,16,20223,4,1,0,3
10943,G大阪,川崎F,29.1,60,20138,2008-07-12 19:03:00,16,21000,0,1,0,2
10945,千葉,札幌,26.6,74,12494,2008-07-13 19:03:00,16,19470,9,2,0,2
10946,横浜FM,新潟,27.4,70,12294,2008-07-13 19:00:00,16,15442,36,2,1,1
10947,札幌,大分,19.8,84,9512,2008-07-16 19:03:00,17,20861,38,1,2,2
10948,京都,鹿島,28.1,64,15081,2008-07-16 19:04:00,17,20588,13,1,0,2
10949,神戸,横浜FM,26.3,81,9524,2008-07-16 19:04:00,17,28425,29,1,0,2
10950,FC東京,G大阪,28.0,68,27701,2008-07-16 19:34:00,17,54224,23,1,5,3
10951,新潟,千葉,26.3,78,30711,2008-07-16 19:33:00,17,41684,28,1,0,2
10952,柏,大宮,27.4,79,7474,2008-07-17 19:04:00,17,15349,27,2,0,2
10953,川崎F,清水,28.1,72,14131,2008-07-17 19:04:00,17,26232,6,2,0,3
10954,磐田,名古屋,28.0,81,8216,2008-07-17 19:00:00,17,15165,17,2,0,1
10955,浦和,東京V,28.1,83,35080,2008-07-17 19:31:00,17,62010,5,2,0,3
10956,札幌,神戸,21.9,81,12222,2008-07-20 14:04:00,18,20861,38,1,1,2
10957,東京V,柏,27.2,72,11171,2008-07-20 18:03:00,18,47851,2,1,0,3
10958,大分,磐田,30.6,64,19355,2008-07-20 18:05:00,18,31997,15,1,0,2
10959,千葉,G大阪,24.6,74,15450,2008-07-20 19:04:00,18,19470,9,1,0,3
10960,横浜FM,鹿島,26.8,71,34752,2008-07-20 19:03:00,18,71624,8,1,0,2
10961,清水,新潟,25.9,79,17025,2008-07-20 19:03:00,18,20248,11,1,1,2
10962,浦和,川崎F,28.4,71,51168,2008-07-21 18:01:00,18,62010,5,2,1,3
10963,名古屋,大宮,28.1,72,9578,2008-07-21 19:03:00,18,20223,4,2,10,2
10964,京都,FC東京,30.5,62,14062,2008-07-21 19:04:00,18,20588,13,2,0,3
10965,柏,京都,25.3,83,9027,2008-07-26 19:04:00,19,15349,27,1,1,2
10966,FC東京,横浜FM,28.4,75,28986,2008-07-26 19:04:00,19,47851,2,1,1,3
10967,川崎F,名古屋,27.9,72,21952,2008-07-26 19:04:00,19,26232,6,1,1,3
10968,磐田,東京V,29.2,81,11057,2008-07-26 19:04:00,19,15165,17,1,0,3
10969,G大阪,大分,29.6,68,17619,2008-07-26 19:03:00,19,21000,0,1,0,2
10970,神戸,千葉,27.5,85,9348,2008-07-26 19:03:00,19,35910,32,1,0,2
10972,新潟,札幌,26.9,89,35388,2008-07-27 18:03:00,19,41684,28,2,1,2
10974,札幌,大宮,21.7,58,9682,2008-08-09 16:04:00,20,20861,38,1,0,2
10975,東京V,新潟,28.9,66,9211,2008-08-09 18:03:00,20,47851,2,1,1,3
10976,大分,清水,29.0,66,18743,2008-08-09 18:05:00,20,31997,15,1,0,2
10977,千葉,鹿島,26.4,65,16190,2008-08-09 19:00:00,20,19470,9,1,1,1
10978,磐田,神戸,26.0,74,14239,2008-08-09 19:04:00,20,15165,17,1,0,3
10979,名古屋,FC東京,29.3,62,12269,2008-08-09 19:03:00,20,20223,4,1,0,2
10981,浦和,柏,25.4,76,46981,2008-08-09 19:34:00,20,62010,5,1,1,3
10982,横浜FM,G大阪,27.5,62,24711,2008-08-09 19:33:00,20,71624,8,1,1,2
10983,大宮,G大阪,26.3,88,8790,2008-08-16 18:00:00,21,15491,34,1,0,2
10984,鹿島,東京V,24.3,87,21431,2008-08-16 18:30:00,21,38620,12,1,2,2
10985,FC東京,浦和,29.6,76,37154,2008-08-16 18:34:00,21,47851,2,1,1,3
10987,新潟,大分,25.8,70,38781,2008-08-16 19:03:00,21,41684,28,1,2,2
10988,神戸,名古屋,28.7,78,12799,2008-08-16 19:03:00,21,28425,29,1,1,2
10989,札幌,京都,21.9,57,16338,2008-08-17 14:03:00,21,38794,35,2,3,2
10990,川崎F,磐田,22.4,81,14715,2008-08-17 19:05:00,21,26232,6,2,6,2
10991,清水,横浜FM,26.4,73,18292,2008-08-17 19:03:00,21,20248,11,2,1,2
10992,鹿島,名古屋,24.3,66,19868,2008-08-23 18:34:00,22,38620,12,1,1,2
10993,浦和,磐田,20.9,87,45253,2008-08-23 18:34:00,22,62010,5,1,2,3
10994,FC東京,東京V,20.1,88,18431,2008-08-23 18:34:00,22,54224,23,1,2,3
10995,清水,柏,22.9,83,14163,2008-08-23 19:03:00,22,20248,11,1,1,2
10996,京都,新潟,24.4,92,8688,2008-08-23 19:04:00,22,20588,13,1,8,3
10997,G大阪,神戸,24.9,85,15448,2008-08-23 19:01:00,22,21000,0,1,8,1
10998,大分,大宮,26.3,63,18171,2008-08-24 18:05:00,22,31997,15,2,0,2
11000,千葉,川崎F,26.9,78,14242,2008-08-24 19:03:00,22,19470,9,2,1,2
11001,札幌,G大阪,18.4,93,7010,2008-08-27 19:05:00,23,20861,38,1,4,2
11002,東京V,浦和,26.6,77,26275,2008-08-27 19:03:00,23,54224,23,1,1,3
11003,磐田,千葉,26.3,75,8555,2008-08-27 19:03:00,23,15165,17,1,0,2
11004,名古屋,清水,27.0,75,10071,2008-08-27 19:03:00,23,20223,4,1,1,3
11005,神戸,鹿島,27.3,72,13123,2008-08-27 19:04:00,23,28425,29,1,3,3
11006,大宮,横浜FM,24.7,88,6125,2008-08-28 19:00:00,23,15491,34,2,2,2
11007,柏,FC東京,25.8,93,8463,2008-08-28 19:04:00,23,15349,27,2,8,2
11008,川崎F,新潟,26.3,90,10884,2008-08-28 19:03:00,23,26232,6,2,8,2
11009,大分,京都,25.1,87,21245,2008-08-28 19:05:00,23,31997,15,2,3,2
11010,鹿島,川崎F,23.0,82,22292,2008-09-13 18:04:00,24,38620,12,1,1,2
11011,浦和,大分,30.3,51,45831,2008-09-13 14:04:00,24,62010,5,1,0,3
11012,FC東京,大宮,27.8,64,20398,2008-09-13 18:00:00,24,47851,2,1,1,1
11013,横浜FM,神戸,29.5,50,17107,2008-09-13 16:05:00,24,71624,8,1,1,2
11014,清水,札幌,26.6,80,15395,2008-09-13 15:03:00,24,20248,11,1,4,2
11015,京都,磐田,27.1,73,13738,2008-09-13 19:04:00,24,20588,13,1,0,3
11016,G大阪,名古屋,27.0,66,19627,2008-09-13 19:03:00,24,21000,0,1,1,3
11017,千葉,東京V,24.4,79,15353,2008-09-14 19:00:00,24,19470,9,2,0,1
11018,新潟,柏,25.7,66,36770,2008-09-14 16:03:00,24,41684,28,2,0,2
11019,札幌,千葉,22.8,45,9018,2008-09-20 14:06:00,25,20861,38,1,0,3
11020,東京V,大分,29.0,54,8671,2008-09-20 13:03:00,25,47851,2,1,0,3
11021,川崎F,FC東京,24.0,73,20729,2008-09-20 19:03:00,25,26232,6,1,1,2
11022,磐田,横浜FM,26.2,71,20037,2008-09-20 15:33:00,25,50889,31,1,0,2
11023,名古屋,新潟,25.9,78,12095,2008-09-20 19:03:00,25,20223,4,1,1,3
11024,神戸,清水,28.4,52,7839,2008-09-20 16:03:00,25,35910,32,1,0,2
11025,柏,鹿島,27.8,64,10669,2008-09-20 15:04:00,25,15349,27,1,15,4
11026,大宮,浦和,21.5,86,11530,2008-09-21 18:00:00,25,15491,34,2,2,2
11027,京都,G大阪,23.4,96,14961,2008-09-21 18:04:00,25,20588,13,2,6,3
11028,千葉,名古屋,24.4,73,15266,2008-09-23 19:04:00,26,19470,9,1,0,3
11029,FC東京,磐田,26.9,55,23036,2008-09-23 16:04:00,26,47851,2,1,0,2
11030,横浜FM,川崎F,27.8,56,21096,2008-09-23 14:03:00,26,54224,23,1,0,3
11031,新潟,神戸,24.9,68,32208,2008-09-23 14:05:00,26,41684,28,1,1,3
11032,清水,東京V,27.6,62,15206,2008-09-23 14:03:00,26,20248,11,1,0,3
11033,大分,札幌,27.4,80,9376,2008-09-23 13:05:00,26,12584,37,1,14,2
11034,鹿島,大宮,18.0,80,6725,2008-10-01 19:05:00,26,38620,12,2,1,2
11035,浦和,京都,19.2,77,16225,2008-10-01 19:01:00,26,21500,19,2,0,3
11036,G大阪,柏,18.8,63,10039,2008-10-01 19:03:00,26,21000,0,2,0,2
11037,大宮,神戸,21.9,29,7028,2008-09-27 14:05:00,27,15491,34,1,9,3
11038,柏,川崎F,20.9,32,24139,2008-09-27 19:05:00,27,54224,23,1,1,4
11039,横浜FM,大分,22.8,32,18062,2008-09-27 14:03:00,27,71624,8,1,1,2
11040,京都,千葉,17.5,59,13939,2008-09-27 19:03:00,27,20588,13,1,0,2
11041,札幌,FC東京,18.2,39,8741,2008-09-28 14:05:00,27,20861,38,2,10,3
11042,磐田,新潟,21.8,57,14241,2008-09-28 16:04:00,27,15165,17,2,4,3
11043,名古屋,浦和,19.8,62,19811,2008-09-28 19:03:00,27,20223,4,2,8,3
11044,鹿島,清水,20.8,47,15481,2008-09-28 15:05:00,27,38620,12,2,1,3
11045,東京V,G大阪,18.8,52,30517,2008-09-28 16:03:00,27,47851,2,2,8,3
11046,大宮,柏,21.5,55,9079,2008-10-04 18:04:00,28,15491,34,1,0,3
11047,FC東京,清水,24.4,40,30410,2008-10-04 15:04:00,28,47851,2,1,0,3
11048,川崎F,大分,24.0,41,20455,2008-10-04 15:00:00,28,26232,6,1,0,1
11049,新潟,横浜FM,23.4,58,34025,2008-10-04 15:04:00,28,41684,28,1,0,3
11050,G大阪,鹿島,26.5,45,19386,2008-10-04 15:03:00,28,21000,0,1,0,2
11051,神戸,京都,23.2,65,18009,2008-10-04 18:03:00,28,28425,29,1,0,2
11052,千葉,浦和,23.6,60,16718,2008-10-05 14:05:00,28,19470,9,2,1,2
11053,磐田,札幌,25.1,55,10984,2008-10-05 14:04:00,28,15165,17,2,1,3
11054,名古屋,東京V,20.9,83,14481,2008-10-05 16:03:00,28,20223,4,2,8,2
11055,千葉,新潟,21.4,66,16407,2008-10-18 16:03:00,29,19470,9,1,10,2
11056,東京V,大宮,22.0,45,10065,2008-10-18 15:04:00,29,47851,2,1,1,3
11057,清水,川崎F,23.4,48,18716,2008-10-18 15:04:00,29,20248,11,1,0,3
11058,大分,FC東京,23.6,60,22184,2008-10-18 14:05:00,29,31997,15,1,0,2
11059,鹿島,京都,20.7,72,20580,2008-10-18 15:04:00,29,38620,12,1,7,2
11060,浦和,神戸,22.3,56,47325,2008-10-18 15:01:00,29,62010,5,1,1,3
11061,G大阪,磐田,24.1,35,16733,2008-10-18 16:04:00,29,21000,0,1,0,3
11062,札幌,柏,17.6,65,8343,2008-10-19 13:03:00,29,20861,38,2,0,2
11063,横浜FM,名古屋,21.6,53,26229,2008-10-19 16:03:00,29,71624,8,2,1,2
11064,柏,横浜FM,20.8,71,10755,2008-10-25 15:04:00,30,15349,27,1,1,3
11065,名古屋,磐田,19.1,66,30192,2008-10-25 15:03:00,30,43739,18,1,3,2
11066,京都,東京V,20.3,58,11888,2008-10-25 15:04:00,30,20588,13,1,5,3
11067,神戸,大分,21.0,54,13733,2008-10-25 15:03:00,30,28425,29,1,1,2
11068,大宮,千葉,18.9,70,12175,2008-10-26 16:00:00,30,15491,34,2,1,2
11069,FC東京,鹿島,19.7,76,33596,2008-10-26 14:05:00,30,47851,2,2,1,2
11070,川崎F,札幌,19.4,69,16145,2008-10-26 16:03:00,30,26232,6,2,1,2
11071,新潟,浦和,19.9,47,40359,2008-10-26 14:04:00,30,41684,28,2,1,3
11072,清水,G大阪,20.8,41,19082,2008-10-26 13:04:00,30,20248,11,2,1,3
11073,大宮,川崎F,14.3,30,9356,2008-11-08 14:04:00,31,15491,34,1,1,2
11074,柏,名古屋,15.2,31,10519,2008-11-08 14:05:00,31,15349,27,1,1,3
11075,横浜FM,京都,13.6,51,18823,2008-11-08 13:03:00,31,71624,8,1,1,2
11076,磐田,清水,13.4,87,24887,2008-11-08 16:04:00,31,50889,31,1,1,3
11077,札幌,浦和,21.4,35,28901,2008-11-08 14:04:00,31,38794,35,1,3,3
11078,G大阪,FC東京,14.1,61,13515,2008-11-08 14:01:00,31,21000,0,1,1,1
11079,鹿島,新潟,14.5,47,21500,2008-11-09 16:04:00,31,38620,12,2,1,2
11080,東京V,神戸,11.5,55,8626,2008-11-09 16:03:00,31,47851,2,2,1,3
11081,大分,千葉,14.1,59,23517,2008-11-09 16:05:00,31,31997,15,2,3,2
11082,浦和,清水,15.9,31,54709,2008-11-23 13:01:00,32,62010,5,1,0,3
11083,千葉,横浜FM,14.4,46,16833,2008-11-23 16:03:00,32,19470,9,1,0,2
11084,東京V,札幌,15.2,37,9201,2008-11-23 16:03:00,32,47851,2,1,0,3
11085,川崎F,G大阪,18.5,37,21714,2008-11-23 13:05:00,32,26232,6,1,0,2
11086,磐田,柏,13.8,49,14766,2008-11-23 16:03:00,32,15165,17,1,0,2
11087,大分,鹿島,15.5,41,31744,2008-11-23 13:05:00,32,31997,15,1,9,4
11088,新潟,大宮,7.6,75,35452,2008-11-23 16:00:00,32,41684,28,1,1,1
11089,京都,名古屋,15.1,51,18355,2008-11-23 13:04:00,32,20588,13,1,7,4
11090,神戸,FC東京,15.4,47,13010,2008-11-23 13:00:00,32,28425,29,1,0,1
11091,鹿島,磐田,16.3,54,29820,2008-11-29 14:04:00,33,38620,12,1,10,3
11092,柏,大分,13.9,70,10628,2008-11-29 16:04:00,33,15349,27,1,0,3
11093,川崎F,神戸,16.3,48,17172,2008-11-29 14:04:00,33,26232,6,1,0,2
11094,横浜FM,東京V,15.8,48,31474,2008-11-29 14:04:00,33,71624,8,1,0,2
11095,清水,千葉,15.8,62,20079,2008-11-29 13:03:00,33,20248,11,1,0,2
11096,G大阪,浦和,14.8,46,19605,2008-11-29 14:03:00,33,21000,0,1,0,2
11097,大宮,京都,11.0,30,11231,2008-11-30 16:03:00,33,15491,34,2,0,3
11098,FC東京,新潟,9.9,40,35172,2008-11-30 16:04:00,33,47851,2,2,0,3
11099,名古屋,札幌,9.3,65,19890,2008-11-30 16:04:00,33,20223,4,2,0,3
11100,札幌,鹿島,20.4,35,26220,2008-12-06 14:33:00,34,38794,35,1,3,3
11101,浦和,横浜FM,12.4,26,53583,2008-12-06 14:31:00,34,62010,5,1,0,3
11102,千葉,FC東京,14.1,39,17152,2008-12-06 14:34:00,34,19470,9,1,0,1
11103,東京V,川崎F,12.4,29,24620,2008-12-06 14:33:00,34,47851,2,1,0,3
11104,新潟,G大阪,4.1,71,34287,2008-12-06 14:34:00,34,41684,28,1,2,2
11105,磐田,大宮,7.4,36,16593,2008-12-06 14:34:00,34,15165,17,1,0,3
11106,京都,清水,7.0,26,17331,2008-12-06 14:34:00,34,20588,13,1,0,4
11107,神戸,柏,5.6,31,17511,2008-12-06 14:34:00,34,28425,29,1,0,3
11108,大分,名古屋,5.9,33,28831,2008-12-06 14:34:00,34,31997,15,1,3,4
11616,FC東京,新潟,13.0,29,27568,2009-03-07 13:04:00,1,47851,2,1,0,2
11617,横浜FM,広島,14.4,26,23601,2009-03-07 13:05:00,1,71624,8,1,0,2
11618,名古屋,大分,11.3,37,25395,2009-03-07 14:03:00,1,43739,18,1,3,4
11619,千葉,G大阪,14.9,27,17916,2009-03-07 15:03:00,1,19470,9,1,0,3
11620,鹿島,浦和,11.2,48,37878,2009-03-07 16:04:00,1,38620,12,1,1,3
11621,川崎F,柏,14.7,26,17841,2009-03-07 16:03:00,1,26232,6,1,1,2
11622,磐田,山形,12.1,37,12141,2009-03-07 16:03:00,1,15165,17,1,0,2
11623,大宮,清水,10.4,46,11542,2009-03-08 13:00:00,1,15491,34,2,7,3
11624,京都,神戸,17.0,30,16919,2009-03-08 14:04:00,1,20588,13,2,1,3
11625,大分,京都,8.6,34,16841,2009-03-14 13:04:00,2,31997,15,1,9,1
11626,浦和,FC東京,10.1,58,50802,2009-03-14 14:02:00,2,62010,5,1,6,3
11627,神戸,川崎F,13.8,33,15195,2009-03-14 14:04:00,2,28425,29,1,3,4
11628,柏,千葉,10.6,53,8723,2009-03-14 15:04:00,2,15349,27,1,11,2
11629,清水,横浜FM,13.1,26,19172,2009-03-14 15:04:00,2,20248,39,1,0,3
11631,G大阪,磐田,7.3,44,16128,2009-03-14 16:00:00,2,21000,0,1,7,2
11632,新潟,鹿島,6.9,61,37808,2009-03-15 14:03:00,2,41684,28,2,8,2
11633,広島,大宮,15.4,48,20312,2009-03-15 14:05:00,2,36894,7,2,0,3
11634,大宮,神戸,16.4,20,9029,2009-03-21 13:03:00,3,15491,34,1,0,1
11635,FC東京,山形,14.5,39,20179,2009-03-21 14:04:00,3,47851,2,1,0,3
11636,磐田,浦和,15.0,56,18439,2009-03-21 14:03:00,3,50889,31,1,0,2
11637,横浜FM,柏,14.4,41,18180,2009-03-21 15:04:00,3,71624,8,1,0,3
11638,大分,新潟,18.3,49,16708,2009-03-21 16:00:00,3,31997,15,1,5,1
11639,名古屋,清水,17.1,86,13074,2009-03-22 13:03:00,3,20223,4,2,8,2
11640,京都,G大阪,16.0,83,14085,2009-03-22 13:04:00,3,20588,13,2,1,3
11641,鹿島,広島,16.4,75,17492,2009-03-22 16:03:00,3,38620,12,2,6,2
11642,千葉,川崎F,17.3,72,14544,2009-03-22 16:03:00,3,19470,9,2,1,2
11643,G大阪,広島,11.8,59,15644,2009-04-04 13:04:00,4,21000,0,1,4,2
11644,鹿島,京都,17.6,43,17254,2009-04-04 14:03:00,4,38620,12,1,9,2
