id,temperature,humidity,attendance,match_datetime,section_encoded,venue_capacity,venue_encoded,round_encoded,weather_encoded,num_broadcasters,home_team_encoded,away_team_encoded,special_holiday,weekend
11634,16.4,20,9029,2009-03-21 13:03:00,3,15491,34,1,0,1,5,20,0,1
11635,14.5,39,20179,2009-03-21 14:04:00,3,47851,2,1,0,3,2,23,0,1
11636,15.0,56,18439,2009-03-21 14:03:00,3,50889,31,1,0,2,3,9,0,1
11637,14.4,41,18180,2009-03-21 15:04:00,3,71624,8,1,0,3,8,18,0,1
11638,18.3,49,16708,2009-03-21 16:00:00,3,31997,15,1,5,1,16,11,0,1
11639,17.1,86,13074,2009-03-22 13:03:00,3,20223,4,2,8,2,4,12,0,1
11640,16.0,83,14085,2009-03-22 13:04:00,3,20588,13,2,1,3,14,0,0,1
11641,16.4,75,17492,2009-03-22 16:03:00,3,38620,12,2,6,2,13,7,0,1
11642,17.3,72,14544,2009-03-22 16:03:00,3,19470,9,2,1,2,10,6,0,1
11643,11.8,59,15644,2009-04-04 13:04:00,4,21000,0,1,4,2,0,7,0,1
11644,17.6,43,17254,2009-04-04 14:03:00,4,38620,12,1,9,2,13,14,0,1
11645,18.3,42,20148,2009-04-04 15:05:00,4,26232,6,1,1,3,6,4,0,1
11646,17.4,41,45542,2009-04-04 16:03:00,4,62010,5,1,1,2,9,16,0,1
11647,11.8,64,32022,2009-04-04 16:03:00,4,41684,28,1,2,2,11,8,0,1
11648,14.1,55,8727,2009-04-04 19:04:00,4,15349,27,1,2,2,18,5,0,1
11649,11.1,92,8716,2009-04-04 19:04:00,4,15165,17,1,2,3,3,2,0,1
11650,15.9,31,9172,2009-04-05 13:04:00,4,20638,40,2,0,2,23,10,0,1
11651,16.1,53,10020,2009-04-05 16:04:00,4,28425,29,2,3,3,20,12,0,1
11652,22.4,41,18461,2009-04-11 14:05:00,5,31997,15,1,0,3,16,23,0,1
11653,22.5,26,12912,2009-04-11 15:05:00,5,15442,36,1,0,2,8,20,0,1
11654,20.6,44,14496,2009-04-11 16:03:00,5,19470,9,1,0,2,10,3,0,1
11655,20.1,26,10515,2009-04-11 19:04:00,5,20588,13,1,0,3,14,11,0,1
11656,14.8,58,11909,2009-04-11 19:04:00,5,36894,7,1,0,3,7,18,0,1
11657,21.9,42,32913,2009-04-12 13:04:00,5,47851,2,2,0,2,2,13,0,1
11658,21.5,28,17256,2009-04-12 13:03:00,5,20248,39,2,0,2,12,6,0,1
11659,21.7,35,11536,2009-04-12 16:00:00,5,15491,34,2,0,3,5,0,0,1
11660,19.7,49,32435,2009-04-12 16:03:00,5,43739,18,2,3,2,4,9,0,1
11661,14.4,52,10159,2009-04-17 19:33:00,6,21000,0,1,1,1,0,23,0,0
11662,20.3,45,10368,2009-04-18 13:04:00,6,15349,27,2,9,2,18,4,0,1
11663,19.7,23,30169,2009-04-18 14:04:00,6,41684,28,2,0,3,11,7,0,1
11664,16.1,64,18730,2009-04-18 15:05:00,6,38620,12,2,5,2,13,8,0,1
11665,18.3,53,16224,2009-04-18 16:03:00,6,26232,6,2,1,2,6,5,0,1
11666,17.1,62,41836,2009-04-18 19:04:00,6,62010,5,2,1,4,9,14,0,1
11667,15.8,69,27486,2009-04-18 19:04:00,6,54224,23,2,0,2,2,10,0,1
11668,23.5,45,22152,2009-04-19 13:03:00,6,50889,31,3,0,2,3,12,0,1
11669,23.8,36,13462,2009-04-19 16:05:00,6,28425,29,3,0,2,20,16,0,1
11670,12.9,78,15759,2009-04-25 13:01:00,7,62010,5,1,2,2,5,11,0,1
11671,13.4,87,9756,2009-04-25 13:04:00,7,20248,39,1,2,3,12,18,0,1
11672,9.7,72,16658,2009-04-25 14:04:00,7,20638,40,1,2,3,23,13,0,1
11673,15.3,82,15428,2009-04-25 16:03:00,7,19470,9,1,2,2,10,9,0,1
11674,16.1,94,6851,2009-04-25 19:04:00,7,20588,13,1,6,4,14,3,0,1
11675,16.9,43,17246,2009-04-25 19:05:00,7,31997,15,1,9,2,16,2,0,1
11676,12.3,55,13896,2009-04-26 13:04:00,7,36894,7,2,1,2,7,6,0,1
11677,17.1,50,20721,2009-04-26 14:04:00,7,28425,29,2,3,3,20,0,0,1
11678,12.8,57,12500,2009-04-26 16:04:00,7,20223,4,2,9,2,4,8,0,1
11679,19.4,27,16253,2009-04-29 13:03:00,8,26232,6,1,0,2,6,14,1,0
11680,16.4,54,34060,2009-04-29 13:04:00,8,41684,28,1,0,2,11,10,1,0
11681,22.6,23,11263,2009-04-29 14:05:00,8,15491,34,1,0,2,5,23,1,0
11682,22.6,28,12137,2009-04-29 14:01:00,8,20223,4,1,0,2,4,7,1,0
11683,18.7,27,9058,2009-04-29 16:04:00,8,15349,27,1,0,2,18,16,1,0
11684,17.3,30,30851,2009-04-29 16:04:00,8,50889,31,1,0,2,12,9,1,0
11685,16.9,41,28317,2009-04-29 17:04:00,8,71624,8,1,0,2,8,3,1,0
11686,14.0,60,14473,2009-04-29 19:04:00,8,38620,12,1,0,3,13,20,1,0
11687,16.0,32,16853,2009-04-29 19:03:00,8,21000,0,1,0,2,0,2,1,0
11688,25.8,23,11071,2009-05-02 13:04:00,9,20638,40,1,0,2,23,18,0,1
11689,23.6,40,12132,2009-05-02 13:03:00,9,15165,17,1,0,2,3,20,0,1
11690,23.3,39,19306,2009-05-02 14:03:00,9,31997,15,1,0,1,16,0,0,1
11691,23.1,40,28016,2009-05-02 15:05:00,9,71624,8,1,0,2,8,6,0,1
11692,23.1,35,17009,2009-05-02 16:03:00,9,19470,9,1,0,2,10,13,0,1
11693,24.1,38,10950,2009-05-02 16:04:00,9,20588,13,1,0,3,14,4,0,1
11694,20.3,52,14584,2009-05-02 16:04:00,9,36894,7,1,0,2,7,12,0,1
11695,19.9,60,50284,2009-05-02 19:03:00,9,62010,5,1,0,2,9,11,0,1
11696,19.3,42,18886,2009-05-02 19:04:00,9,47851,2,1,0,4,2,5,0,1
11697,22.4,49,40268,2009-05-05 13:03:00,10,41684,28,1,0,2,11,3,1,0
11698,18.6,79,7796,2009-05-05 14:03:00,10,15491,34,1,2,3,5,16,1,0
11699,18.4,61,11609,2009-05-05 14:04:00,10,20588,13,1,4,3,14,8,1,0
11700,16.1,95,32854,2009-05-05 16:04:00,10,54224,23,1,2,2,18,9,1,0
11701,20.0,61,10574,2009-05-05 16:04:00,10,28425,29,1,3,2,20,23,1,0
11702,15.2,86,15129,2009-05-05 19:04:00,10,20248,39,1,2,3,12,10,1,0
11703,16.0,94,15342,2009-05-05 19:04:00,10,36894,7,1,6,2,7,2,1,0
11704,24.9,78,15903,2009-07-01 19:05:00,10,26232,6,2,1,2,6,0,0,0
11705,27.1,78,9661,2009-07-01 19:03:00,10,20223,4,2,4,2,4,13,0,0
11706,24.8,45,18221,2009-05-09 14:04:00,11,47851,2,1,0,2,2,14,0,1
11707,22.6,64,9783,2009-05-09 14:04:00,11,15165,17,1,0,3,3,5,0,1
11708,26.4,27,18245,2009-05-09 14:03:00,11,31997,15,1,0,1,16,8,0,1
11709,23.6,49,14182,2009-05-09 16:05:00,11,19470,9,1,0,2,10,7,0,1
11710,21.1,53,17171,2009-05-09 18:04:00,11,20638,40,1,0,2,23,11,0,1
11711,29.3,41,51594,2009-05-10 14:05:00,11,62010,5,2,0,3,9,6,0,1
11712,27.1,62,19154,2009-05-10 15:04:00,11,38620,12,2,0,2,13,12,0,1
11713,28.3,33,18319,2009-05-10 15:03:00,11,21000,0,2,0,1,0,18,0,1
11714,23.8,57,10149,2009-05-10 15:04:00,11,28425,29,2,0,3,20,4,0,1
11715,17.5,83,16577,2009-05-16 13:03:00,12,43739,18,1,3,2,4,5,0,1
11716,19.5,52,53374,2009-05-16 14:04:00,12,62010,5,1,1,5+,9,0,0,1
11717,19.8,51,16329,2009-05-16 15:03:00,12,26232,6,1,1,1,6,3,0,1
11718,18.6,60,10651,2009-05-16 16:04:00,12,15349,27,1,1,2,18,13,0,1
11719,17.6,65,9479,2009-05-16 16:04:00,12,36894,7,1,1,2,7,23,0,1
11720,17.5,64,20349,2009-05-16 19:04:00,12,71624,8,1,1,2,8,2,0,1
11721,15.6,78,13141,2009-05-16 19:03:00,12,20248,39,1,1,3,12,16,0,1
11722,19.5,77,28817,2009-05-17 14:03:00,12,41684,28,2,2,2,11,20,0,1
11723,18.4,94,5567,2009-05-17 14:04:00,12,20588,13,2,2,4,14,10,0,1
11724,19.5,59,29760,2009-05-23 13:03:00,13,41684,28,1,1,2,11,12,0,1
11725,24.2,52,16298,2009-05-23 14:05:00,13,31997,15,1,1,3,16,7,0,1
11726,19.2,58,6554,2009-05-23 16:04:00,13,20638,40,1,1,2,23,14,0,1
11727,22.3,62,14833,2009-05-23 19:04:00,13,19470,9,1,1,3,10,8,0,1
11728,23.0,57,6002,2009-05-23 19:04:00,13,28425,29,1,0,2,20,18,0,1
11729,24.1,50,19092,2009-05-24 13:03:00,13,21000,0,2,0,2,0,13,0,1
11731,21.3,75,15632,2009-05-24 15:03:00,13,15165,17,2,7,2,3,4,0,1
11732,20.9,67,32418,2009-05-24 16:00:00,13,62010,5,2,9,2,5,9,0,1
11733,26.9,55,19375,2009-06-20 15:04:00,14,26232,6,1,5,2,6,16,0,1
11734,25.1,70,17865,2009-06-20 15:04:00,14,20248,39,1,5,3,12,23,0,1
11735,26.1,63,12457,2009-06-20 15:35:00,14,20223,4,1,1,1,4,10,0,1
11736,27.5,57,18404,2009-06-20 15:35:00,14,21000,0,1,9,3,0,11,0,1
11737,24.6,69,21841,2009-06-20 16:04:00,14,38620,12,1,9,2,13,3,0,1
11738,24.9,68,9336,2009-06-20 18:04:00,14,15491,34,1,1,3,5,14,0,1
11739,23.6,79,10266,2009-06-20 19:04:00,14,15349,27,1,1,2,18,2,0,1
11740,25.6,81,14514,2009-06-21 13:04:00,14,36894,7,2,1,2,7,20,0,1
11741,22.4,94,40228,2009-06-21 14:04:00,14,71624,8,2,2,2,8,9,0,1
11742,32.7,41,11806,2009-06-27 13:04:00,15,20588,13,1,0,3,14,7,0,1
11743,26.6,63,10635,2009-06-27 15:03:00,15,15165,17,1,0,3,3,18,0,1
11744,31.0,42,18777,2009-06-27 16:03:00,15,21500,19,1,0,2,9,20,0,1
11745,28.1,54,13079,2009-06-27 16:05:00,15,19470,9,1,0,2,10,5,0,1
11746,26.0,64,28987,2009-06-27 19:04:00,15,54224,23,1,1,2,2,12,0,1
11747,33.0,49,10367,2009-06-28 13:04:00,15,20638,40,2,0,2,23,6,0,1
11748,23.5,77,25610,2009-06-28 14:05:00,15,71624,8,2,2,3,8,0,0,1
11749,26.9,57,35786,2009-06-28 16:03:00,15,41684,28,2,0,2,11,4,0,1
11750,27.8,67,20391,2009-06-28 16:05:00,15,31997,15,2,0,3,16,13,0,1
11751,26.8,64,10631,2009-07-04 18:00:00,16,15491,34,1,1,2,5,8,0,1
11752,22.6,78,20102,2009-07-04 19:04:00,16,20638,40,1,1,2,23,9,0,1
11753,23.9,81,9615,2009-07-04 19:04:00,16,15349,27,1,1,2,18,11,0,1
11754,23.3,83,16205,2009-07-04 19:03:00,16,20248,39,1,0,2,12,14,0,1
11755,24.8,76,14915,2009-07-04 19:04:00,16,28425,29,1,0,3,20,2,0,1
11756,24.5,70,19671,2009-07-04 19:05:00,16,31997,15,1,0,2,16,10,0,1
11757,24.0,82,24749,2009-07-05 18:03:00,16,43739,18,2,3,2,4,0,0,1
11758,23.3,90,13375,2009-07-05 18:04:00,16,36894,7,2,8,2,7,3,0,1
11759,23.4,73,22185,2009-07-05 19:05:00,16,26232,6,2,7,2,6,13,0,1
11760,21.3,70,17903,2009-07-11 18:03:00,17,38620,12,1,1,1,13,5,0,1
11761,24.9,54,44149,2009-07-11 19:04:00,17,62010,5,1,0,4,9,7,0,1
11762,24.0,63,12349,2009-07-11 19:03:00,17,19470,9,1,1,2,10,20,0,1
11763,23.9,62,13185,2009-07-11 19:03:00,17,15442,36,1,1,2,8,23,0,1
11764,24.5,69,36810,2009-07-11 19:03:00,17,41684,28,1,0,2,11,6,0,1
11765,26.5,60,18549,2009-07-11 19:35:00,17,21000,0,1,1,2,0,12,0,1
11766,29.6,64,8011,2009-07-12 18:04:00,17,20588,13,2,0,3,14,18,0,1
11767,25.3,70,24736,2009-07-12 18:34:00,17,47851,2,2,0,2,2,4,0,1
11768,26.6,84,10008,2009-07-12 19:03:00,17,15165,17,2,1,2,3,16,0,1
11769,29.4,68,10895,2009-07-18 18:04:00,18,15491,34,1,0,3,5,2,0,1
11770,29.3,62,14696,2009-07-18 18:03:00,18,26232,6,1,1,1,6,20,0,1
11771,27.6,77,22681,2009-07-18 19:04:00,18,71624,8,1,1,3,8,11,0,1
11772,25.3,87,20203,2009-07-18 19:03:00,18,20248,39,1,0,2,12,13,0,1
11773,28.2,84,17784,2009-07-18 19:03:00,18,43739,18,1,3,3,4,14,0,1
11774,29.8,60,24833,2009-07-18 19:05:00,18,31997,15,1,0,2,16,9,0,1
11775,25.8,66,10255,2009-07-19 18:04:00,18,20638,40,2,1,2,23,3,0,1
11776,28.2,78,11572,2009-07-19 18:05:00,18,36894,7,2,1,2,7,10,0,1
11777,28.3,73,11367,2009-07-19 19:05:00,18,15349,27,2,1,2,18,0,0,1
11778,27.9,74,27846,2009-07-25 18:03:00,19,47851,2,1,0,1,2,7,0,1
11779,26.8,82,18773,2009-07-25 19:04:00,19,38620,12,1,0,3,13,18,0,1
11780,28.6,74,44976,2009-07-25 19:03:00,19,62010,5,1,0,2,9,4,0,1
11781,28.3,78,15142,2009-07-25 19:03:00,19,19470,9,1,0,2,10,12,0,1
11782,25.6,84,15262,2009-07-25 19:03:00,19,21000,0,1,1,2,0,16,0,1
11783,26.8,68,8651,2009-07-25 19:04:00,19,28425,29,1,3,2,20,5,0,1
11784,24.3,83,37447,2009-07-26 18:03:00,19,41684,28,2,8,2,11,23,0,1
11785,27.4,90,15729,2009-07-26 18:05:00,19,15165,17,2,0,2,3,8,0,1
11786,27.1,87,9002,2009-07-26 18:04:00,19,20588,13,2,8,3,14,6,0,1
11787,26.0,68,21379,2009-08-01 19:03:00,20,26232,6,1,1,2,6,2,0,1
11788,26.4,73,19354,2009-08-01 19:04:00,20,71624,8,1,1,3,8,14,0,1
11789,24.9,87,30862,2009-08-01 19:03:00,20,41684,28,1,6,2,11,5,0,1
11790,25.1,80,11297,2009-08-01 19:03:00,20,15165,17,1,1,2,3,10,0,1
11791,26.3,83,22225,2009-08-01 19:03:00,20,36894,7,1,1,1,7,13,0,1
11792,25.2,89,17461,2009-08-01 19:05:00,20,31997,15,1,3,2,16,4,0,1
11793,26.0,74,16547,2009-08-02 18:03:00,20,20638,40,2,11,1,23,0,0,1
11794,24.6,90,45186,2009-08-02 18:03:00,20,62010,5,2,2,2,9,12,0,1
11795,25.8,81,8545,2009-08-02 18:05:00,20,15349,27,2,1,2,18,20,0,1
11796,28.1,62,8821,2009-08-15 18:04:00,21,20588,13,1,1,3,14,23,0,1
11797,23.4,83,25674,2009-08-15 18:34:00,21,38620,12,1,0,2,13,16,0,1
11798,27.5,66,18025,2009-08-15 19:04:00,21,20223,4,1,1,4,4,6,0,1
11799,27.5,64,20211,2009-08-15 19:03:00,21,21000,0,1,1,2,0,9,0,1
11800,26.9,68,13394,2009-08-15 19:04:00,21,35910,32,1,8,2,20,7,0,1
11801,24.9,70,17899,2009-08-15 19:35:00,21,19470,9,1,0,2,10,18,0,1
11802,28.6,57,11330,2009-08-16 18:00:00,21,15392,22,2,0,2,5,3,0,1
11803,29.1,50,24913,2009-08-16 18:33:00,21,47851,2,2,0,2,2,8,0,1
11804,26.3,61,20034,2009-08-16 19:03:00,21,20248,39,2,0,2,12,11,0,1
11805,24.3,75,11056,2009-08-19 19:04:00,22,20638,40,1,0,2,23,2,0,0
11806,25.4,70,13548,2009-08-19 19:05:00,22,19470,9,1,0,2,10,4,0,0
11807,26.8,78,32896,2009-08-19 19:04:00,22,41684,28,1,0,3,11,0,0,0
11808,26.8,63,10545,2009-08-19 19:03:00,22,15165,17,1,0,2,3,6,0,0
11809,28.7,64,10685,2009-08-19 19:04:00,22,20588,13,1,0,3,14,12,0,0
11810,27.6,72,17432,2009-08-19 19:04:00,22,28425,29,1,0,1,20,13,0,0
11811,25.6,74,10951,2009-08-19 19:04:00,22,36894,7,1,0,2,7,16,0,0
11812,27.2,75,38740,2009-08-19 19:33:00,22,62010,5,1,0,2,9,18,0,0
11813,26.1,73,11025,2009-08-19 19:33:00,22,15442,36,1,0,2,8,5,0,0
11814,28.0,74,10211,2009-08-22 18:04:00,23,15491,34,1,1,3,5,10,0,1
11815,25.8,50,35047,2009-08-22 19:03:00,23,41684,28,1,0,2,11,14,0,1
11816,28.3,52,20116,2009-08-22 19:03:00,23,20248,39,1,0,2,12,3,0,1
11817,26.1,60,27113,2009-08-22 19:04:00,23,36894,7,1,0,3,7,9,0,1
11818,28.5,79,22145,2009-08-22 19:35:00,23,54224,23,1,0,2,18,8,0,1
11819,25.1,71,18134,2009-08-23 18:03:00,23,20261,21,2,0,2,0,4,0,1
11820,25.9,77,24593,2009-08-23 18:34:00,23,38620,12,2,0,2,13,2,0,1
11821,27.6,66,17341,2009-08-23 19:03:00,23,26232,6,2,1,2,6,23,0,1
11822,25.3,54,14163,2009-08-24 20:05:00,23,31997,15,3,0,2,16,20,0,0
11823,28.7,58,11369,2009-08-29 18:00:00,24,15491,34,1,1,2,5,13,0,1
11824,27.8,68,18320,2009-08-29 19:04:00,24,47851,2,1,1,2,2,16,0,1
11825,26.8,71,13181,2009-08-29 19:05:00,24,15442,36,1,0,2,8,10,0,1
11826,26.2,83,18298,2009-08-29 19:04:00,24,50889,31,1,0,3,3,0,0,1
11827,29.5,59,12043,2009-08-29 19:03:00,24,20223,4,1,1,1,4,11,0,1
11828,27.2,63,19094,2009-08-29 19:04:00,24,28425,29,1,0,2,20,9,0,1
11829,19.3,73,10206,2009-08-30 18:04:00,24,20638,40,2,6,2,23,7,0,1
11830,21.8,82,8124,2009-08-30 18:04:00,24,15349,27,2,2,2,18,14,0,1
11831,21.3,86,20689,2009-08-30 19:03:00,24,26232,6,2,2,1,6,12,0,1
11832,21.9,76,14108,2009-09-12 16:03:00,25,19470,9,1,1,2,10,11,0,1
11833,25.6,54,13169,2009-09-12 13:04:00,25,20248,39,1,1,3,12,5,0,1
11834,20.4,92,9355,2009-09-12 19:04:00,25,20223,4,1,2,3,4,18,0,1
11835,30.1,64,8106,2009-09-12 13:04:00,25,12584,37,1,1,3,14,2,0,1
11836,20.2,86,17205,2009-09-12 19:03:00,25,21000,0,1,6,3,0,20,0,1
11837,19.6,90,12126,2009-09-12 16:04:00,25,36894,7,1,1,2,7,8,0,1
11838,28.2,40,41500,2009-09-13 15:05:00,25,62010,5,2,0,3,9,23,0,1
11839,24.1,58,17241,2009-09-13 18:05:00,25,31997,15,2,0,2,16,3,0,1
11840,18.8,86,22323,2009-10-07 19:04:00,25,38620,12,3,1,2,13,6,0,0
11841,19.4,61,12270,2009-09-19 19:04:00,26,20638,40,1,0,3,23,12,0,1
11842,21.5,66,10501,2009-09-19 18:04:00,26,15491,34,1,1,3,5,4,0,1
11843,22.9,62,23014,2009-09-19 16:05:00,26,47851,2,1,1,3,2,0,0,1
11844,21.3,63,22390,2009-09-19 19:03:00,26,26232,6,1,1,2,6,9,0,1
11845,23.1,62,28581,2009-09-19 16:04:00,26,71624,8,1,1,2,8,13,0,1
11846,23.1,55,24392,2009-09-19 14:03:00,26,41684,28,1,0,2,11,16,0,1
11847,26.4,44,13860,2009-09-19 15:03:00,26,15165,17,1,1,3,3,14,0,1
11848,27.2,31,10507,2009-09-20 13:04:00,26,15349,27,2,0,2,18,7,0,1
11849,25.3,37,12634,2009-09-20 16:04:00,26,28425,29,2,0,2,20,10,0,1
11850,21.7,67,14602,2009-09-26 19:03:00,27,19470,9,1,0,2,10,23,0,1
11851,26.9,48,21512,2009-09-26 16:04:00,27,47851,2,1,0,3,2,3,0,1
11852,23.1,66,9206,2009-09-26 18:04:00,27,20588,13,1,0,3,14,5,0,1
11853,24.8,79,14690,2009-09-26 19:04:00,27,36894,7,1,0,2,7,11,0,1
11854,29.1,46,15274,2009-09-26 13:05:00,27,31997,15,1,0,2,16,18,0,1
11855,20.6,83,17192,2009-09-26 18:04:00,27,38620,12,1,0,3,13,4,0,1
11856,26.3,48,18749,2009-09-26 16:03:00,27,21000,0,1,0,2,0,6,0,1
11857,24.4,62,45023,2009-09-27 14:05:00,27,62010,5,2,7,3,9,8,0,1
11858,26.9,45,17294,2009-09-27 13:04:00,27,20248,39,2,0,3,12,20,0,1
11859,23.1,47,8011,2009-10-03 14:03:00,28,20638,40,1,7,1,23,16,0,1
11860,24.3,65,38634,2009-10-03 15:34:00,28,62010,5,1,1,4,9,10,0,1
11861,22.1,82,8514,2009-10-03 15:05:00,28,15349,27,1,1,1,18,3,0,1
11862,25.2,80,18205,2009-10-03 13:03:00,28,20248,39,1,0,2,12,7,0,1
11863,24.5,55,11127,2009-10-03 16:04:00,28,28425,29,1,0,2,20,14,0,1
11864,21.3,64,19288,2009-10-04 16:04:00,28,38620,12,2,0,2,13,11,0,1
11865,26.3,50,19951,2009-10-04 13:03:00,28,26232,6,2,0,2,6,8,0,1
11866,25.6,30,13796,2009-10-04 16:04:00,28,20223,4,2,0,1,4,2,0,1
11867,25.7,41,17758,2009-10-04 15:05:00,28,21000,0,2,0,2,0,5,0,1
11868,22.1,47,10029,2009-10-17 14:04:00,29,20638,40,1,0,3,23,20,0,1
11869,21.3,64,37842,2009-10-17 15:05:00,29,62010,5,1,1,3,5,6,0,1
11870,20.2,64,28235,2009-10-17 13:04:00,29,47851,2,1,1,2,2,18,0,1
11871,17.4,79,22046,2009-10-17 19:04:00,29,71624,8,1,1,3,8,4,0,1
11872,21.9,46,39963,2009-10-17 16:04:00,29,41684,28,1,12,2,11,9,0,1
11873,17.0,84,14126,2009-10-17 19:03:00,29,15165,17,1,6,2,3,13,0,1
11874,20.2,67,22180,2009-10-17 14:03:00,29,36894,7,1,11,2,7,0,0,1
11875,22.1,50,13389,2009-10-18 16:04:00,29,19470,9,2,0,1,10,14,0,1
11876,21.8,40,18264,2009-10-18 14:05:00,29,31997,15,2,0,2,16,12,0,1
11877,14.3,84,9946,2009-10-24 19:04:00,30,15349,27,1,2,2,18,23,0,1
11878,16.3,75,14852,2009-10-24 19:04:00,30,20588,13,1,0,4,14,16,0,1
11879,19.6,50,11463,2009-10-24 16:04:00,30,28425,29,1,1,2,20,11,0,1
11880,17.4,72,18887,2009-10-24 16:04:00,30,38620,12,1,4,2,13,10,0,1
11881,18.1,58,20213,2009-10-24 16:01:00,30,21000,0,1,1,3,0,8,0,1
11882,16.4,68,43746,2009-10-25 15:03:00,30,62010,5,2,1,3,9,5,0,1
11883,19.0,57,19275,2009-10-25 15:03:00,30,20248,39,2,1,2,12,2,0,1
11884,20.8,48,15578,2009-10-25 15:03:00,30,43739,18,2,1,2,4,3,0,1
11885,15.3,69,18946,2009-10-25 18:03:00,30,26232,6,2,1,2,6,7,0,1
11886,17.2,72,10364,2009-11-08 18:30:00,31,15491,34,1,1,2,5,7,0,1
11887,16.6,83,10007,2009-11-08 18:34:00,31,15349,27,1,1,2,18,12,0,1
11888,19.1,66,40701,2009-11-08 15:04:00,31,47851,2,1,0,4,2,9,0,1
11889,18.3,64,16724,2009-11-08 18:33:00,31,71624,8,1,0,2,8,16,0,1
11890,20.0,56,11912,2009-11-08 15:04:00,31,15165,17,1,0,3,3,11,0,1
11891,17.3,80,20433,2009-11-08 15:04:00,31,38620,12,1,0,2,13,23,0,1
11892,19.5,58,18470,2009-11-08 15:03:00,31,26232,6,1,7,3,6,10,0,1
11893,22.2,43,10136,2009-11-08 13:03:00,31,20223,4,1,0,2,4,20,0,1
11894,18.1,74,20394,2009-11-08 18:33:00,31,21000,0,1,0,1,0,14,0,1
11895,6.4,73,10347,2009-11-21 14:05:00,32,20638,40,1,1,2,23,5,0,1
11896,17.0,30,43619,2009-11-21 14:03:00,32,62010,5,1,0,2,9,3,0,1
11897,11.6,44,28491,2009-11-21 14:04:00,32,41684,28,1,1,3,11,18,0,1
11898,17.0,44,20011,2009-11-21 14:04:00,32,20248,39,1,0,4,12,0,0,1
11899,13.1,58,14043,2009-11-21 14:04:00,32,20588,13,1,0,3,14,13,0,1
11900,10.8,49,11553,2009-11-21 17:04:00,32,28425,29,1,0,3,20,8,0,1
11901,4.7,73,13728,2009-11-21 17:04:00,32,36894,7,1,0,2,7,4,0,1
11902,9.2,72,14247,2009-11-22 13:03:00,32,19470,9,2,8,1,10,2,0,1
11903,11.4,70,20418,2009-11-22 13:05:00,32,31997,15,2,3,4,16,6,0,1
11904,15.7,53,35598,2009-11-28 14:04:00,33,38620,12,1,0,3,13,0,0,1
11905,14.1,59,11191,2009-11-28 17:04:00,33,15491,34,1,1,3,5,18,0,1
11906,15.3,35,28664,2009-11-28 17:00:00,33,47851,2,1,1,3,2,20,0,1
11907,17.3,41,22274,2009-11-28 14:02:00,33,26232,6,1,5,3,6,11,0,1
11908,19.0,38,14486,2009-11-28 14:05:00,33,15165,17,1,0,2,3,7,0,1
11909,16.1,39,15071,2009-11-28 14:03:00,33,43739,18,1,0,3,4,23,0,1
11910,13.1,53,18121,2009-11-28 14:03:00,33,20588,13,1,1,2,14,9,0,1
11911,11.6,47,13642,2009-11-29 16:03:00,33,19470,9,2,1,2,10,16,0,1
11912,12.9,43,30985,2009-11-29 13:00:00,33,71624,8,2,1,1,8,12,0,1
11913,10.2,71,12767,2009-12-05 15:34:00,34,20638,40,1,2,2,23,8,0,1
11914,10.8,81,53783,2009-12-05 15:32:00,34,62010,5,1,2,4,9,13,0,1
11915,9.9,88,10135,2009-12-05 15:34:00,34,15349,27,1,2,3,18,6,0,1
11916,12.4,56,33984,2009-12-05 15:33:00,34,41684,28,1,2,2,11,2,0,1
11917,10.8,90,17218,2009-12-05 15:34:00,34,20248,39,1,2,3,12,4,0,1
11918,14.4,69,20031,2009-12-05 15:33:00,34,21000,0,1,0,2,0,10,0,1
11919,14.9,65,15767,2009-12-05 15:34:00,34,28425,29,1,0,2,20,3,0,1
11920,11.9,55,19303,2009-12-05 15:33:00,34,36894,7,1,1,1,7,14,0,1
11921,14.1,48,22460,2009-12-05 15:35:00,34,31997,15,1,0,2,16,5,0,1
12544,13.2,79,11280,2010-03-06 13:04:00,1,15732,41,1,2,2,24,23,0,1
12545,16.9,90,10440,2010-03-06 13:03:00,1,15165,17,1,2,3,3,25,0,1
12546,12.8,86,29011,2010-03-06 14:01:00,1,47851,2,1,2,3,2,8,0,1
12547,14.1,76,16216,2010-03-06 14:04:00,1,36894,7,1,1,3,7,12,0,1
12548,10.6,79,35251,2010-03-06 16:04:00,1,38620,12,1,6,3,13,9,0,1
12549,12.8,79,22117,2010-03-06 16:03:00,1,26232,6,1,8,2,6,11,0,1
12550,10.0,67,18105,2010-03-06 19:04:00,1,21000,0,1,1,3,0,4,0,1
12551,12.2,57,19506,2010-03-07 14:05:00,1,28425,29,2,3,2,20,14,0,1
12552,4.7,77,8605,2010-03-07 15:05:00,1,15491,34,2,2,3,5,17,0,1
12553,20.4,42,32228,2010-03-13 14:05:00,2,71624,8,1,0,2,8,24,0,1
12554,3.9,69,28423,2010-03-13 14:03:00,2,41684,28,1,2,2,11,3,0,1
12555,19.0,42,18517,2010-03-13 14:04:00,2,20248,39,1,0,4,12,23,0,1
12556,7.1,38,17978,2010-03-13 16:07:00,2,19526,42,1,0,3,25,5,0,1
12557,14.2,67,25176,2010-03-13 16:04:00,2,43739,18,1,3,3,4,6,0,1
12558,18.4,32,15222,2010-03-14 13:04:00,2,20588,13,2,0,2,14,13,0,1
