id,round,home_team,away_team,weather,temperature,humidity,broadcasters,attendance,match_datetime,section_encoded,venue_capacity,venue_encoded
11701,第1日,神戸,山形,屋内,20.0,61,スカパー(スカチャンHD、スカチャン)/e2スカチャン,10574,2009-05-05 16:04:00,10,28425,29
11702,第1日,清水,千葉,雨,15.2,86,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,15129,2009-05-05 19:04:00,10,20248,39
11703,第1日,広島,FC東京,雨のち曇,16.0,94,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,15342,2009-05-05 19:04:00,10,36894,7
11704,第2日,川崎F,G大阪,曇,24.9,78,スカパー・e2(TBSチャンネル)/BS-TBS,15903,2009-07-01 19:05:00,10,26232,6
11705,第2日,名古屋,鹿島,曇のち雨,27.1,78,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,9661,2009-07-01 19:03:00,10,20223,4
11706,第1日,FC東京,京都,晴,24.8,45,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,18221,2009-05-09 14:04:00,11,47851,2
11707,第1日,磐田,大宮,晴,22.6,64,スカパー(スカチャンHD、スカチャン)/e2スカチャン/静岡放送,9783,2009-05-09 14:04:00,11,15165,17
11708,第1日,大分,横浜FM,晴,26.4,27,スカパー・e2(J sports Plus),18245,2009-05-09 14:03:00,11,31997,15
11709,第1日,千葉,広島,晴,23.6,49,スカパー・e2(TBSチャンネル)/BS-TBS,14182,2009-05-09 16:05:00,11,19470,9
11710,第1日,山形,新潟,晴,21.1,53,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,17171,2009-05-09 18:04:00,11,20638,40
11711,第2日,浦和,川崎F,晴,29.3,41,スカパー・e2(TBSチャンネル)/TBS(単)/テレ玉(録),51594,2009-05-10 14:05:00,11,62010,5
11712,第2日,鹿島,清水,晴,27.1,62,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,19154,2009-05-10 15:04:00,11,38620,12
11713,第2日,G大阪,柏,晴,28.3,33,スカパー・e2(J sports Plus),18319,2009-05-10 15:03:00,11,21000,0
11714,第2日,神戸,名古屋,晴,23.8,57,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,10149,2009-05-10 15:04:00,11,28425,29
11715,第1日,名古屋,大宮,屋内,17.5,83,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,16577,2009-05-16 13:03:00,12,43739,18
11716,第1日,浦和,G大阪,曇,19.5,52,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS/NHK総合(録)/テレ玉(録),53374,2009-05-16 14:04:00,12,62010,5
11717,第1日,川崎F,磐田,曇,19.8,51,スカパー・e2(J sports Plus),16329,2009-05-16 15:03:00,12,26232,6
11718,第1日,柏,鹿島,曇,18.6,60,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,10651,2009-05-16 16:04:00,12,15349,27
11719,第1日,広島,山形,曇,17.6,65,スカパー(スカチャンHD、スカチャン)/e2スカチャン,9479,2009-05-16 16:04:00,12,36894,7
11720,第1日,横浜FM,FC東京,曇,17.5,64,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,20349,2009-05-16 19:04:00,12,71624,8
11721,第1日,清水,大分,曇,15.6,78,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,13141,2009-05-16 19:03:00,12,20248,39
11722,第2日,新潟,神戸,雨,19.5,77,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,28817,2009-05-17 14:03:00,12,41684,28
11723,第2日,京都,千葉,雨,18.4,94,スカパー・e2(TBSチャンネル)/BS-TBS/KBS京都(録)/NHK京都,5567,2009-05-17 14:04:00,12,20588,13
11724,第1日,新潟,清水,曇,19.5,59,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,29760,2009-05-23 13:03:00,13,41684,28
11725,第1日,大分,広島,曇,24.2,52,スカパー(スカチャンHD、スカチャン)/e2スカチャン/NHK大分,16298,2009-05-23 14:05:00,13,31997,15
11726,第1日,山形,京都,曇,19.2,58,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,6554,2009-05-23 16:04:00,13,20638,40
11727,第1日,千葉,横浜FM,曇,22.3,62,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,14833,2009-05-23 19:04:00,13,19470,9
11728,第1日,神戸,柏,晴,23.0,57,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,6002,2009-05-23 19:04:00,13,28425,29
11729,第2日,G大阪,鹿島,晴,24.1,50,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,19092,2009-05-24 13:03:00,13,21000,0
11730,第2日,FC東京,川崎F,雨のち曇のち晴,20.4,70,スカパー・e2(TBSチャンネル)/BS-TBS/TOKYO MX(録),27851,2009-05-24 14:05:00,13,47851,2
11731,第2日,磐田,名古屋,曇のち晴,21.3,75,スカパー・e2(J sports Plus)/静岡放送,15632,2009-05-24 15:03:00,13,15165,17
11732,第2日,大宮,浦和,曇時々晴,20.9,67,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,32418,2009-05-24 16:00:00,13,62010,5
11733,第1日,川崎F,大分,晴のち曇,26.9,55,スカパー・e2(TBSチャンネル)/BS-TBS,19375,2009-06-20 15:04:00,14,26232,6
11734,第1日,清水,山形,晴のち曇,25.1,70,スカパー(スカチャンHD、スカチャン)/e2スカチャン/テレビ静岡,17865,2009-06-20 15:04:00,14,20248,39
11735,第1日,名古屋,千葉,曇,26.1,63,スカパー・e2(J sports Plus),12457,2009-06-20 15:35:00,14,20223,4
11736,第1日,G大阪,新潟,曇時々晴,27.5,57,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,18404,2009-06-20 15:35:00,14,21000,0
11737,第1日,鹿島,磐田,曇時々晴,24.6,69,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,21841,2009-06-20 16:04:00,14,38620,12
11738,第1日,大宮,京都,曇,24.9,68,スカパー(スカチャンHD、スカチャン)/e2スカチャン/テレ玉,9336,2009-06-20 18:04:00,14,15491,34
11739,第1日,柏,FC東京,曇,23.6,79,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,10266,2009-06-20 19:04:00,14,15349,27
11740,第2日,広島,神戸,曇,25.6,81,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,14514,2009-06-21 13:04:00,14,36894,7
11741,第2日,横浜FM,浦和,雨,22.4,94,スカパー・e2(TBSチャンネル)/TBS(単),40228,2009-06-21 14:04:00,14,71624,8
11742,第1日,京都,広島,晴,32.7,41,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/KBS京都(録),11806,2009-06-27 13:04:00,15,20588,13
11743,第1日,磐田,柏,晴,26.6,63,スカパー(スカチャンHD、スカチャン)/e2スカチャン/静岡放送,10635,2009-06-27 15:03:00,15,15165,17
11744,第1日,浦和,神戸,晴,31.0,42,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,18777,2009-06-27 16:03:00,15,21500,19
11745,第1日,千葉,大宮,晴,28.1,54,スカパー・e2(TBSチャンネル)/BS-TBS,13079,2009-06-27 16:05:00,15,19470,9
11746,第1日,FC東京,清水,曇,26.0,64,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,28987,2009-06-27 19:04:00,15,54224,23
11747,第2日,山形,川崎F,晴,33.0,49,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,10367,2009-06-28 13:04:00,15,20638,40
11748,第2日,横浜FM,G大阪,雨,23.5,77,スカパー(スカチャンHD、スカチャン)/e2スカチャン/NHK総合,25610,2009-06-28 14:05:00,15,71624,8
11749,第2日,新潟,名古屋,晴,26.9,57,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,35786,2009-06-28 16:03:00,15,41684,28
11750,第2日,大分,鹿島,晴,27.8,67,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,20391,2009-06-28 16:05:00,15,31997,15
11751,第1日,大宮,横浜FM,曇,26.8,64,スカパー(スカチャンHD、スカチャン)/e2スカチャン,10631,2009-07-04 18:00:00,16,15491,34
11752,第1日,山形,浦和,曇,22.6,78,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,20102,2009-07-04 19:04:00,16,20638,40
11753,第1日,柏,新潟,曇,23.9,81,スカパー(スカチャンHD、スカチャン)/e2スカチャン,9615,2009-07-04 19:04:00,16,15349,27
11754,第1日,清水,京都,晴,23.3,83,スカパースカチャン/e2スカチャン,16205,2009-07-04 19:03:00,16,20248,39
11755,第1日,神戸,FC東京,晴,24.8,76,スカパースカチャン/e2スカチャン/BS,14915,2009-07-04 19:04:00,16,28425,29
11756,第1日,大分,千葉,晴,24.5,70,スカパースカチャン/e2スカチャン,19671,2009-07-04 19:05:00,16,31997,15
11757,第2日,名古屋,G大阪,屋内,24.0,82,スカパー・e2(J sports Plus)/東海テレビ(録),24749,2009-07-05 18:03:00,16,43739,18
11758,第2日,広島,磐田,曇時々雨,23.3,90,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,13375,2009-07-05 18:04:00,16,36894,7
11759,第2日,川崎F,鹿島,曇のち晴,23.4,73,スカパー・e2(TBSチャンネル)/BS-TBS,22185,2009-07-05 19:05:00,16,26232,6
11760,第1日,鹿島,大宮,曇,21.3,70,スカパー・e2(J sports Plus),17903,2009-07-11 18:03:00,17,38620,12
11761,第1日,浦和,広島,晴,24.9,54,スカパー(スカチャンHD、スカチャン)/e2スカチャン/テレ玉/BS,44149,2009-07-11 19:04:00,17,62010,5
11762,第1日,千葉,神戸,曇,24.0,63,スカパースカチャン/e2スカチャン,12349,2009-07-11 19:03:00,17,19470,9
11763,第1日,横浜FM,山形,曇,23.9,62,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,13185,2009-07-11 19:03:00,17,15442,36
11764,第1日,新潟,川崎F,晴,24.5,69,スカパー(スカチャンHD、スカチャン)/e2スカチャン,36810,2009-07-11 19:03:00,17,41684,28
11765,第1日,G大阪,清水,曇,26.5,60,スカパー・e2(TBSチャンネル)/BS-TBS,18549,2009-07-11 19:35:00,17,21000,0
11766,第2日,京都,柏,晴,29.6,64,スカパー(スカチャンHD、スカチャン)/e2スカチャン/KBS京都,8011,2009-07-12 18:04:00,17,20588,13
11767,第2日,FC東京,名古屋,晴,25.3,70,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,24736,2009-07-12 18:34:00,17,47851,2
11768,第2日,磐田,大分,曇,26.6,84,スカパー(スカチャンHD、スカチャン)/e2スカチャン,10008,2009-07-12 19:03:00,17,15165,17
11769,第1日,大宮,FC東京,晴,29.4,68,スカパースカチャン/e2スカチャン/テレ玉,10895,2009-07-18 18:04:00,18,15491,34
11770,第1日,川崎F,神戸,曇,29.3,62,スカパー・e2(J sports Plus),14696,2009-07-18 18:03:00,18,26232,6
11771,第1日,横浜FM,新潟,曇,27.6,77,スカパースカチャン/e2スカチャン/BS,22681,2009-07-18 19:04:00,18,71624,8
11772,第1日,清水,鹿島,晴,25.3,87,スカパー(スカチャンHD、スカチャン)/e2スカチャン,20203,2009-07-18 19:03:00,18,20248,39
11773,第1日,名古屋,京都,屋内,28.2,84,スカパー(スカチャンHD、スカチャン)/e2スカチャン/中部日本放送(録),17784,2009-07-18 19:03:00,18,43739,18
11774,第1日,大分,浦和,晴,29.8,60,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,24833,2009-07-18 19:05:00,18,31997,15
11775,第2日,山形,磐田,曇,25.8,66,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,10255,2009-07-19 18:04:00,18,20638,40
11776,第2日,広島,千葉,曇,28.2,78,スカパー(スカチャンHD、スカチャン)/e2スカチャン,11572,2009-07-19 18:05:00,18,36894,7
11777,第2日,柏,G大阪,曇,28.3,73,スカパー・e2(TBSチャンネル)/BS-TBS,11367,2009-07-19 19:05:00,18,15349,27
11778,第1日,FC東京,広島,晴,27.9,74,スカパー・e2(J sports Plus),27846,2009-07-25 18:03:00,19,47851,2
11779,第1日,鹿島,柏,晴,26.8,82,スカパースカチャン/e2スカチャン/BS,18773,2009-07-25 19:04:00,19,38620,12
11780,第1日,浦和,名古屋,晴,28.6,74,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,44976,2009-07-25 19:03:00,19,62010,5
11781,第1日,千葉,清水,晴,28.3,78,スカパー(スカチャンHD、スカチャン)/e2スカチャン,15142,2009-07-25 19:03:00,19,19470,9
11782,第1日,G大阪,大分,曇,25.6,84,スカパー(スカチャンHD、スカチャン)/e2スカチャン,15262,2009-07-25 19:03:00,19,21000,0
11783,第1日,神戸,大宮,屋内,26.8,68,スカパースカチャン/e2スカチャン,8651,2009-07-25 19:04:00,19,28425,29
11784,第2日,新潟,山形,曇時々雨,24.3,83,スカパー(スカチャンHD、スカチャン)/e2スカチャン,37447,2009-07-26 18:03:00,19,41684,28
11785,第2日,磐田,横浜FM,晴,27.4,90,スカパー・e2(TBSチャンネル)/BS-TBS,15729,2009-07-26 18:05:00,19,15165,17
11786,第2日,京都,川崎F,曇時々雨,27.1,87,スカパー(スカチャンHD、スカチャン)/e2スカチャン/KBS京都,9002,2009-07-26 18:04:00,19,20588,13
11787,第1日,川崎F,FC東京,曇,26.0,68,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,21379,2009-08-01 19:03:00,20,26232,6
11788,第1日,横浜FM,京都,曇,26.4,73,スカパースカチャン/e2スカチャン/BS,19354,2009-08-01 19:04:00,20,71624,8
11789,第1日,新潟,大宮,雨のち曇,24.9,87,スカパー(スカチャンHD、スカチャン)/e2スカチャン,30862,2009-08-01 19:03:00,20,41684,28
11790,第1日,磐田,千葉,曇,25.1,80,スカパースカチャン/e2スカチャン,11297,2009-08-01 19:03:00,20,15165,17
11791,第1日,広島,鹿島,曇,26.3,83,スカパー・e2(J sports Plus),22225,2009-08-01 19:03:00,20,36894,7
11792,第1日,大分,名古屋,屋内,25.2,89,スカパー(スカチャンHD、スカチャン)/e2スカチャン,17461,2009-08-01 19:05:00,20,31997,15
11793,第2日,山形,G大阪,曇一時雨,26.0,74,スカパー・e2(J sports Plus),16547,2009-08-02 18:03:00,20,20638,40
11794,第2日,浦和,清水,雨,24.6,90,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,45186,2009-08-02 18:03:00,20,62010,5
11795,第2日,柏,神戸,曇,25.8,81,スカパー・e2(TBSチャンネル)/BS-TBS,8545,2009-08-02 18:05:00,20,15349,27
11796,第1日,京都,山形,曇,28.1,62,スカパースカチャン/e2スカチャン/KBS京都,8821,2009-08-15 18:04:00,21,20588,13
11797,第1日,鹿島,大分,晴,23.4,83,スカパー(スカチャンHD、スカチャン)/e2スカチャン,25674,2009-08-15 18:34:00,21,38620,12
11798,第1日,名古屋,川崎F,曇,27.5,66,スカパースカチャン/e2スカチャン/BS/中京テレビ(録),18025,2009-08-15 19:04:00,21,20223,4
11799,第1日,G大阪,浦和,曇,27.5,64,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,20211,2009-08-15 19:03:00,21,21000,0
11800,第1日,神戸,広島,曇時々雨,26.9,68,スカパー(スカチャンHD、スカチャン)/e2スカチャン,13394,2009-08-15 19:04:00,21,35910,32
11801,第1日,千葉,柏,晴,24.9,70,スカパー・e2(TBSチャンネル)/BS-TBS,17899,2009-08-15 19:35:00,21,19470,9
11802,第2日,大宮,磐田,晴,28.6,57,スカパー(スカチャンHD、スカチャン)/e2スカチャン,11330,2009-08-16 18:00:00,21,15392,22
11803,第2日,FC東京,横浜FM,晴,29.1,50,スカパー・e2(J sports Plus)/TOKYO MX,24913,2009-08-16 18:33:00,21,47851,2
11804,第2日,清水,新潟,晴,26.3,61,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,20034,2009-08-16 19:03:00,21,20248,39
11805,第1日,山形,FC東京,晴,24.3,75,スカパースカチャン/e2スカチャン,11056,2009-08-19 19:04:00,22,20638,40
11806,第1日,千葉,名古屋,晴,25.4,70,スカパー・e2(TBSチャンネル)/BS-TBS(録),13548,2009-08-19 19:05:00,22,19470,9
11807,第1日,新潟,G大阪,晴,26.8,78,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,32896,2009-08-19 19:04:00,22,41684,28
11808,第1日,磐田,川崎F,晴,26.8,63,スカパースカチャン/e2スカチャン,10545,2009-08-19 19:03:00,22,15165,17
11809,第1日,京都,清水,晴,28.7,64,スカパースカチャン/e2スカチャン/KBS京都,10685,2009-08-19 19:04:00,22,20588,13
11810,第1日,神戸,鹿島,晴,27.6,72,スカパー・e2(J sports Plus),17432,2009-08-19 19:04:00,22,28425,29
11811,第1日,広島,大分,晴,25.6,74,スカパー(スカチャンHD、スカチャン)/e2スカチャン,10951,2009-08-19 19:04:00,22,36894,7
11812,第1日,浦和,柏,晴,27.2,75,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,38740,2009-08-19 19:33:00,22,62010,5
11813,第1日,横浜FM,大宮,晴,26.1,73,スカパースカチャン/e2スカチャン,11025,2009-08-19 19:33:00,22,15442,36
11814,第1日,大宮,千葉,曇,28.0,74,スカパー(スカチャンHD、スカチャン)/e2スカチャン/テレ玉,10211,2009-08-22 18:04:00,23,15491,34
11815,第1日,新潟,京都,晴,25.8,50,スカパー(スカチャンHD、スカチャン)/e2スカチャン,35047,2009-08-22 19:03:00,23,41684,28
11816,第1日,清水,磐田,晴,28.3,52,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,20116,2009-08-22 19:03:00,23,20248,39
11817,第1日,広島,浦和,晴,26.1,60,スカパースカチャン/e2スカチャン/BS,27113,2009-08-22 19:04:00,23,36894,7
11818,第1日,柏,横浜FM,晴,28.5,79,スカパー・e2(TBSチャンネル)/BS-TBS,22145,2009-08-22 19:35:00,23,54224,23
11819,第2日,G大阪,名古屋,晴,25.1,71,スカパー(スカチャンHD、スカチャン)/e2スカチャン,18134,2009-08-23 18:03:00,23,20261,21
11820,第2日,鹿島,FC東京,晴,25.9,77,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,24593,2009-08-23 18:34:00,23,38620,12
11821,第2日,川崎F,山形,曇,27.6,66,スカパー(スカチャンHD、スカチャン)/e2スカチャン,17341,2009-08-23 19:03:00,23,26232,6
11822,第3日,大分,神戸,晴,25.3,54,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,14163,2009-08-24 20:05:00,23,31997,15
11823,第1日,大宮,鹿島,曇,28.7,58,スカパー(スカチャンHD、スカチャン)/e2スカチャン,11369,2009-08-29 18:00:00,24,15491,34
11824,第1日,FC東京,大分,曇,27.8,68,スカパー(スカチャンHD、スカチャン)/e2スカチャン,18320,2009-08-29 19:04:00,24,47851,2
11825,第1日,横浜FM,千葉,晴,26.8,71,スカパー・e2(TBSチャンネル)/BS-TBS,13181,2009-08-29 19:05:00,24,15442,36
11826,第1日,磐田,G大阪,晴,26.2,83,スカパースカチャン/e2スカチャン/BS,18298,2009-08-29 19:04:00,24,50889,31
11827,第1日,名古屋,新潟,曇,29.5,59,スカパー・e2(J sports Plus),12043,2009-08-29 19:03:00,24,20223,4
11828,第1日,神戸,浦和,晴,27.2,63,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,19094,2009-08-29 19:04:00,24,28425,29
11829,第2日,山形,広島,雨のち曇,19.3,73,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,10206,2009-08-30 18:04:00,24,20638,40
11830,第2日,柏,京都,雨,21.8,82,スカパー(スカチャンHD、スカチャン)/e2スカチャン,8124,2009-08-30 18:04:00,24,15349,27
11831,第2日,川崎F,清水,雨,21.3,86,スカパー・e2(J sports Plus),20689,2009-08-30 19:03:00,24,26232,6
11832,第1日,千葉,新潟,曇,21.9,76,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,14108,2009-09-12 16:03:00,25,19470,9
11833,第1日,清水,大宮,曇,25.6,54,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/テレビ静岡,13169,2009-09-12 13:04:00,25,20248,39
11834,第1日,名古屋,柏,雨,20.4,92,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,9355,2009-09-12 19:04:00,25,20223,4
11835,第1日,京都,FC東京,曇,30.1,64,スカパースカチャン/e2スカチャン/KBS京都(録),8106,2009-09-12 13:04:00,25,12584,37
11836,第1日,G大阪,神戸,雨のち曇,20.2,86,スカパースカチャン/e2スカチャン/毎日放送(録),17205,2009-09-12 19:03:00,25,21000,0
11837,第1日,広島,横浜FM,曇,19.6,90,スカパースカチャン/e2スカチャン,12126,2009-09-12 16:04:00,25,36894,7
11838,第2日,浦和,山形,晴,28.2,40,スカパー・e2(TBSチャンネル)/BS-TBS/テレ玉(録),41500,2009-09-13 15:05:00,25,62010,5
11839,第2日,大分,磐田,晴,24.1,58,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,17241,2009-09-13 18:05:00,25,31997,15
11840,第3日,鹿島,川崎F,曇,18.8,86,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,22323,2009-10-07 19:04:00,25,38620,12
11841,第1日,山形,清水,晴,19.4,61,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,12270,2009-09-19 19:04:00,26,20638,40
11842,第1日,大宮,名古屋,曇,21.5,66,スカパー(スカチャンHD、スカチャン)/e2スカチャン/テレ玉,10501,2009-09-19 18:04:00,26,15491,34
11843,第1日,FC東京,G大阪,曇,22.9,62,スカパー・e2(TBSチャンネル)/BS-TBS/TOKYO MX(録),23014,2009-09-19 16:05:00,26,47851,2
11844,第1日,川崎F,浦和,曇,21.3,63,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,22390,2009-09-19 19:03:00,26,26232,6
11845,第1日,横浜FM,鹿島,曇,23.1,62,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,28581,2009-09-19 16:04:00,26,71624,8
11846,第1日,新潟,大分,晴,23.1,55,スカパー(スカチャンHD、スカチャン)/e2スカチャン,24392,2009-09-19 14:03:00,26,41684,28
11847,第1日,磐田,京都,曇,26.4,44,スカパー(スカチャンHD、スカチャン)/e2スカチャン/静岡放送,13860,2009-09-19 15:03:00,26,15165,17
11848,第2日,柏,広島,晴,27.2,31,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,10507,2009-09-20 13:04:00,26,15349,27
11849,第2日,神戸,千葉,晴,25.3,37,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,12634,2009-09-20 16:04:00,26,28425,29
11850,第1日,千葉,山形,晴,21.7,67,スカパー(スカチャンHD、スカチャン)/e2スカチャン,14602,2009-09-26 19:03:00,27,19470,9
11851,第1日,FC東京,磐田,晴,26.9,48,スカパー(スカチャンHD、スカチャン)/e2スカチャン/TOKYO MX,21512,2009-09-26 16:04:00,27,47851,2
11852,第1日,京都,大宮,晴,23.1,66,スカパースカチャン/e2スカチャン/KBS京都,9206,2009-09-26 18:04:00,27,20588,13
11853,第1日,広島,新潟,晴,24.8,79,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,14690,2009-09-26 19:04:00,27,36894,7
11854,第1日,大分,柏,晴,29.1,46,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,15274,2009-09-26 13:05:00,27,31997,15
11855,第1日,鹿島,名古屋,晴,20.6,83,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,17192,2009-09-26 18:04:00,27,38620,12
11856,第1日,G大阪,川崎F,晴,26.3,48,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,18749,2009-09-26 16:03:00,27,21000,0
11857,第2日,浦和,横浜FM,曇のち晴,24.4,62,スカパー・e2(TBSチャンネル)/BS-TBS/テレ玉(録),45023,2009-09-27 14:05:00,27,62010,5
11858,第2日,清水,神戸,晴,26.9,45,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/テレビ静岡,17294,2009-09-27 13:04:00,27,20248,39
11859,第1日,山形,大分,曇のち晴,23.1,47,スカパー・e2(J sports Plus),8011,2009-10-03 14:03:00,28,20638,40
11860,第1日,浦和,千葉,曇,24.3,65,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS/テレ玉(録),38634,2009-10-03 15:34:00,28,62010,5
11861,第1日,柏,磐田,曇,22.1,82,スカパー・e2(TBSチャンネル),8514,2009-10-03 15:05:00,28,15349,27
11862,第1日,清水,広島,晴,25.2,80,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,18205,2009-10-03 13:03:00,28,20248,39
11863,第1日,神戸,京都,晴,24.5,55,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,11127,2009-10-03 16:04:00,28,28425,29
11864,第2日,鹿島,新潟,晴,21.3,64,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,19288,2009-10-04 16:04:00,28,38620,12
11865,第2日,川崎F,横浜FM,晴,26.3,50,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,19951,2009-10-04 13:03:00,28,26232,6
11866,第2日,名古屋,FC東京,晴,25.6,30,スカパー・e2(J sports Plus),13796,2009-10-04 16:04:00,28,20223,4
11867,第2日,G大阪,大宮,晴,25.7,41,スカパー・e2(TBSチャンネル)/BS-TBS,17758,2009-10-04 15:05:00,28,21000,0
11868,第1日,山形,神戸,晴,22.1,47,スカパー(スカチャンHD、スカチャン)/e2スカチャン/NHK山形,10029,2009-10-17 14:04:00,29,20638,40
11869,第1日,大宮,川崎F,曇,21.3,64,スカパー・e2(TBSチャンネル)/BS-TBS/テレ玉(録),37842,2009-10-17 15:05:00,29,62010,5
11870,第1日,FC東京,柏,曇,20.2,64,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,28235,2009-10-17 13:04:00,29,47851,2
11871,第1日,横浜FM,名古屋,曇,17.4,79,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,22046,2009-10-17 19:04:00,29,71624,8
11872,第1日,新潟,浦和,晴のち雨,21.9,46,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,39963,2009-10-17 16:04:00,29,41684,28
11873,第1日,磐田,鹿島,雨のち曇,17.0,84,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,14126,2009-10-17 19:03:00,29,15165,17
11874,第1日,広島,G大阪,曇一時雨,20.2,67,スカパー・e2(J sports Plus)/NHK広島,22180,2009-10-17 14:03:00,29,36894,7
11875,第2日,千葉,京都,晴,22.1,50,スカパー・e2(TBSチャンネル),13389,2009-10-18 16:04:00,29,19470,9
11876,第2日,大分,清水,晴,21.8,40,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,18264,2009-10-18 14:05:00,29,31997,15
11877,第1日,柏,山形,雨,14.3,84,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,9946,2009-10-24 19:04:00,30,15349,27
11878,第1日,京都,大分,晴,16.3,75,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS/KBS京都,14852,2009-10-24 19:04:00,30,20588,13
11879,第1日,神戸,新潟,曇,19.6,50,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,11463,2009-10-24 16:04:00,30,28425,29
11880,第1日,鹿島,千葉,曇のち雨,17.4,72,スカパー・e2(TBSチャンネル)/BS-TBS,18887,2009-10-24 16:04:00,30,38620,12
11881,第1日,G大阪,横浜FM,曇,18.1,58,スカパー(スカチャンHD、スカチャン)/e2スカチャン/NHK総合,20213,2009-10-24 16:01:00,30,21000,0
11882,第2日,浦和,大宮,曇,16.4,68,スカパー(スカチャンHD、スカチャン)/e2スカチャン/テレ玉,43746,2009-10-25 15:03:00,30,62010,5
11883,第2日,清水,FC東京,曇,19.0,57,スカパー・e2(J sports Plus)/静岡放送,19275,2009-10-25 15:03:00,30,20248,39
11884,第2日,名古屋,磐田,曇,20.8,48,スカパー(スカチャンHD、スカチャン)/e2スカチャン,15578,2009-10-25 15:03:00,30,43739,18
11885,第2日,川崎F,広島,曇,15.3,69,スカパー(スカチャンHD、スカチャン)/e2スカチャン,18946,2009-10-25 18:03:00,30,26232,6
